movement_id,user_id,trip_id,movement_seq,origin_longitude,origin_latitude,destination_longitude,destination_latitude,origin_time_utc,destination_time_utc,mode,purpose,user_gender,origin_municipality,destination_municipality,trip_weight,timezone_offset_min,personal_income_band,origin_stop_id,origin_sector_id,household_size
m00641,u0567,t00641,0,-70.59907239908274,-33.37202864519856,-70.56448771005246,-33.360957085384854,2026-03-02T03:31:00Z,2026-03-02T03:39:00Z,bus,work,unknown,Quilicura,Las Condes,3.52,-180,400k-800k,STOP_3308,SEC_012,5
m00642,u0377,t00642,0,-70.69990780990902,-33.42976540530266,-70.82656192546908,-33.390369456227496,2026-03-04T00:19:00Z,2026-03-04T01:47:00Z,car,Comer o Tomar algo,other,Santiago,Independencia,4.119,-180,800k+,STOP_3664,SEC_211,5
m00643,u0511,t00643,0,-70.63271156984791,-33.52599982247309,-70.564963231553,-33.554789022661666,2026-03-05T10:10:00Z,2026-03-05T10:38:00Z,train,errand,other,Providencia,Independencia,4.426,-180,200k-400k,STOP_3778,SEC_367,8
m00644,u0277,t00644,0,-70.64169951039909,-33.286142309327005,-70.6435263914998,-33.30105466800974,2026-03-07T23:22:00Z,2026-03-08T01:10:00Z,metro,home,unknown,Estación Central,Santiago,3.222,-180,400k-800k,STOP_2650,SEC_400,7
m00645,u0087,t00645,0,-70.78091728930578,-33.30590027191339,-70.76825649152656,-33.266367037515884,2026-03-05T17:33:00Z,2026-03-05T17:44:00Z,bus,leisure,unknown,Ñuñoa,Providencia,2.592,-180,200k-400k,STOP_1371,SEC_524,7
m00646,u0150,t00646,0,-70.66859092624044,-33.43217518778813,-70.64583827182494,-33.45478337487749,2026-03-02T02:55:00Z,2026-03-02T03:09:00Z,metro,Otra actividad,female,Las Condes,San Miguel,0.794,-180,800k+,STOP_0654,SEC_389,2
m00647,u0394,t00647,0,-70.7116892014485,-33.392646895088916,-70.67107115566219,-33.4059445701643,2026-03-01T07:54:00Z,2026-03-01T09:36:00Z,ride_hailing,Al estudio,female,Estación Central,Estación Central,1.045,-180,<200k,STOP_3474,SEC_124,1
m00648,u0440,t00648,0,-70.6873040184211,-33.520512791847366,-70.66414771236187,-33.52459092578755,2026-03-05T09:04:00Z,2026-03-05T09:37:00Z,train,education,female,Estación Central,Estación Central,3.227,-180,200k-400k,STOP_1940,SEC_342,4
m00649,u0359,t00649,0,-70.60863359711279,-33.47032155067245,-70.54904512552685,-33.40549686849516,2026-03-01T17:59:00Z,2026-03-01T18:08:00Z,other,Por estudio,female,Quilicura,Providencia,4.2,-180,800k+,STOP_2913,SEC_515,4
m00650,u0491,t00650,0,-70.56746738779337,-33.44263517022123,-70.57552017167691,-33.389022538177805,2026-03-05T02:04:00Z,2026-03-05T02:26:00Z,metro,health,other,La Florida,Puente Alto,4.804,-180,200k-400k,STOP_1141,SEC_487,5
m00651,u0347,t00651,0,-70.65756163625841,-33.44105892470991,-70.62990093747584,-33.47450479289084,2026-03-07T01:56:00Z,2026-03-07T02:15:00Z,scooter,education,male,Recoleta,Vitacura,3.589,-180,<200k,STOP_1122,SEC_212,4
m00652,u0391,t00652,0,-70.39445509167734,-33.340380236918996,-70.42942050792581,-33.33383918564076,2026-03-07T17:47:00Z,2026-03-07T18:08:00Z,ride_hailing,Trámites,unknown,Quilicura,Providencia,2.096,-180,400k-800k,STOP_0483,SEC_184,4
m00653,u0071,t00653,0,-70.53840430534885,-33.29954340579568,-70.56456411896848,-33.30138317540055,2026-03-03T10:27:00Z,2026-03-03T11:53:00Z,other,Comer o Tomar algo,male,Ñuñoa,Maipú,4.816,-180,<200k,STOP_4214,SEC_168,1
m00654,u0002,t00654,0,-70.57477153266792,-33.424430967281275,-70.56746971281581,-33.4457432714261,2026-03-05T06:17:00Z,2026-03-05T07:47:00Z,car,health,female,Vitacura,Quilicura,0.545,-180,<200k,STOP_3944,SEC_424,3
m00655,u0025,t00655,0,-70.7485691611702,-33.333811110901145,-70.67080906616607,-33.33027380383427,2026-03-07T23:55:00Z,2026-03-08T00:15:00Z,bus,Al trabajo,unknown,Providencia,San Miguel,3.535,-180,200k-400k,STOP_1074,SEC_137,3
m00656,u0434,t00656,0,-70.6939367594204,-33.50424431891297,-70.74030095872871,-33.50326874743289,2026-03-05T00:10:00Z,2026-03-05T01:55:00Z,bus,Al estudio,female,Las Condes,Ñuñoa,0.825,-180,200k-400k,STOP_0142,SEC_503,5
m00657,u0557,t00657,0,-70.7015818091454,-33.53023380608929,-70.63894098331919,-33.52792809125131,2026-03-01T09:49:00Z,2026-03-01T10:40:00Z,walk,Visitar a alguien,female,Quilicura,Puente Alto,2.407,-180,no_income,STOP_2465,SEC_040,1
m00658,u0059,t00658,0,-70.75597409965371,-33.49351666279981,-70.76874461178323,-33.54808775672309,2026-03-05T10:56:00Z,2026-03-05T12:40:00Z,other,education,male,Puente Alto,Ñuñoa,4.73,-180,200k-400k,STOP_4939,SEC_436,1
m00659,u0512,t00659,0,-70.82230884351279,-33.469101388821876,-70.85601817830873,-33.508999410227666,2026-03-05T05:43:00Z,2026-03-05T07:24:00Z,metro,Visitar a alguien,male,Estación Central,Quilicura,2.979,-180,800k+,STOP_4648,SEC_483,3
m00660,u0086,t00660,0,-70.63608508691226,-33.372393668459566,-70.60675950411708,-33.40047664712335,2026-03-03T20:35:00Z,2026-03-03T22:11:00Z,ride_hailing,Al estudio,male,Estación Central,Recoleta,3.849,-180,200k-400k,STOP_2023,SEC_087,5
m00661,u0569,t00661,0,-70.73101546986348,-33.47665380117103,-70.70203352305228,-33.4759953047007,2026-03-05T12:38:00Z,2026-03-05T14:11:00Z,bicycle,other,unknown,Independencia,Estación Central,1.121,-180,200k-400k,STOP_1559,SEC_523,4
m00662,u0283,t00662,0,-70.50715457915312,-33.353728638495944,-70.50260583664598,-33.33159097651788,2026-03-06T09:11:00Z,2026-03-06T10:31:00Z,scooter,volver a casa,female,Recoleta,Ñuñoa,1.718,-180,200k-400k,STOP_0024,SEC_112,3
m00663,u0304,t00663,0,-70.50819815863096,-33.38184665850175,-70.52714108217546,-33.38473168639238,2026-03-05T16:49:00Z,2026-03-05T17:27:00Z,other,errand,male,Estación Central,Vitacura,1.123,-180,800k+,STOP_2932,SEC_498,8
m00664,u0188,t00664,0,-70.59808956114576,-33.52275727763508,-70.57008961822069,-33.56832002961429,2026-03-02T08:26:00Z,2026-03-02T10:03:00Z,taxi,home,male,Recoleta,Puente Alto,4.867,-180,<200k,STOP_0488,SEC_564,6
m00665,u0550,t00665,0,-70.69699096528178,-33.43411565422681,-70.6955450717167,-33.413549220899554,2026-03-04T16:55:00Z,2026-03-04T18:08:00Z,metro,Buscar o Dejar a alguien,female,Ñuñoa,San Miguel,2.899,-180,200k-400k,STOP_3381,SEC_203,2
m00666,u0030,t00666,0,-70.5845526918648,-33.50098629460433,-70.55159314114648,-33.50321603160338,2026-03-05T23:33:00Z,2026-03-06T00:40:00Z,bicycle,Recreación,other,Providencia,Providencia,0.575,-180,200k-400k,STOP_0137,SEC_176,8
m00667,u0204,t00667,0,-70.67090778701494,-33.5627089459928,-70.7503723779437,-33.62343142533737,2026-03-04T15:41:00Z,2026-03-04T16:00:00Z,taxi,Por trabajo,male,Santiago,Ñuñoa,4.058,-180,400k-800k,STOP_0753,SEC_016,4
m00668,u0060,t00668,0,-70.48977257878967,-33.39879182692276,-70.44552738834808,-33.310848276943645,2026-03-04T14:47:00Z,2026-03-04T15:33:00Z,walk,De compras,unknown,Recoleta,Vitacura,1.316,-180,200k-400k,STOP_1034,SEC_364,4
m00669,u0273,t00669,0,-70.86621888304255,-33.39415373525827,-70.85101016911106,-33.336625475229596,2026-03-08T02:02:00Z,2026-03-08T03:55:00Z,bus,Al estudio,unknown,Santiago,La Florida,4.092,-180,<200k,STOP_4524,SEC_115,2
m00670,u0412,t00670,0,-70.72612408492256,-33.490874600770994,-70.73027697171148,-33.50446722459474,2026-03-01T15:03:00Z,2026-03-01T15:34:00Z,car,Buscar o Dejar a alguien,unknown,Las Condes,Quilicura,4.571,-180,800k+,STOP_2549,SEC_430,1
m00671,u0319,t00671,0,-70.66050386331074,-33.57054429993272,-70.61752470627849,-33.51350674693736,2026-03-06T13:37:00Z,2026-03-06T14:41:00Z,bicycle,volver a casa,unknown,Puente Alto,Santiago,0.998,-180,200k-400k,STOP_2476,SEC_484,4
m00672,u0256,t00672,0,-70.5699023075717,-33.487702552842045,-70.55703808810559,-33.54219340848947,2026-03-06T13:53:00Z,2026-03-06T15:41:00Z,other,health,female,Maipú,Las Condes,4.491,-180,400k-800k,STOP_2130,SEC_455,5
m00673,u0103,t00673,0,-70.71802406071775,-33.5732267806742,-70.75235123927634,-33.576498764752266,2026-03-03T02:57:00Z,2026-03-03T04:14:00Z,motorcycle,Visitar a alguien,unknown,Santiago,Providencia,3.28,-180,<200k,STOP_0275,SEC_194,2
m00674,u0160,t00674,0,-70.58429819934778,-33.434939486850475,-70.59097627087284,-33.40756111203046,2026-03-02T10:45:00Z,2026-03-02T12:43:00Z,walk,home,female,Maipú,Ñuñoa,1.756,-180,<200k,STOP_3408,SEC_432,1
m00675,u0245,t00675,0,-70.69509994072237,-33.51483495349176,-70.64756657141966,-33.55765413362523,2026-03-01T21:43:00Z,2026-03-01T22:24:00Z,motorcycle,other,other,La Florida,Independencia,1.86,-180,400k-800k,STOP_3288,SEC_493,8
m00676,u0597,t00676,0,-70.72186415684136,-33.48542312133285,-70.70151734630609,-33.461011621001,2026-03-07T22:28:00Z,2026-03-07T23:34:00Z,motorcycle,shopping,male,Providencia,Puente Alto,1.489,-180,no_income,STOP_3126,SEC_376,7
m00677,u0087,t00677,0,-70.74357302443846,-33.59946344945884,-70.72441890711212,-33.53811254300939,2026-03-05T16:58:00Z,2026-03-05T18:31:00Z,taxi,education,unknown,Quilicura,Maipú,2.3,-180,no_income,STOP_0548,SEC_259,2
m00678,u0279,t00678,0,-70.7037818809972,-33.5402004808959,-70.73208619937668,-33.53532460143041,2026-03-06T02:23:00Z,2026-03-06T03:47:00Z,metro,Por estudio,male,Providencia,Providencia,0.703,-180,200k-400k,STOP_1517,SEC_329,1
m00679,u0571,t00679,0,-70.56802102635805,-33.31737820882822,-70.53575412353348,-33.29123663511542,2026-03-03T23:13:00Z,2026-03-04T00:47:00Z,train,De compras,other,San Miguel,Pudahuel,1.272,-180,200k-400k,STOP_4426,SEC_374,4
m00680,u0103,t00680,0,-70.62580718832201,-33.35327164224811,-70.52418279102857,-33.36022616363736,2026-03-04T22:41:00Z,2026-03-04T23:17:00Z,metro,errand,unknown,Puente Alto,Quilicura,4.933,-180,400k-800k,STOP_4201,SEC_044,8
m00681,u0066,t00681,0,-70.72572771858488,-33.36531399562237,-70.75931800048579,-33.36309402849498,2026-03-05T03:53:00Z,2026-03-05T05:44:00Z,motorcycle,work,unknown,Puente Alto,La Florida,4.275,-180,<200k,STOP_1080,SEC_065,3
m00682,u0124,t00682,0,-70.69832818005996,-33.398955535125026,-70.74130526107432,-33.408152367049304,2026-03-07T02:28:00Z,2026-03-07T02:50:00Z,scooter,Comer o Tomar algo,female,Pudahuel,Puente Alto,4.796,-180,800k+,STOP_1488,SEC_373,8
m00683,u0499,t00683,0,-70.58358210983694,-33.42724880856835,-70.55277717213752,-33.45086510138512,2026-03-02T18:27:00Z,2026-03-02T20:24:00Z,motorcycle,Recreación,other,Quilicura,Pudahuel,0.714,-180,800k+,STOP_3991,SEC_345,6
m00684,u0117,t00684,0,-70.37359348197283,-33.50182761569049,-70.34672909455847,-33.52264008878847,2026-03-05T01:41:00Z,2026-03-05T01:59:00Z,scooter,Buscar o Dejar a alguien,male,Pudahuel,Ñuñoa,4.182,-180,200k-400k,STOP_3482,SEC_186,2
m00685,u0140,t00685,0,-70.63965078296883,-33.53151552859142,-70.60407723722633,-33.55749014890634,2026-03-04T15:42:00Z,2026-03-04T16:02:00Z,walk,work,unknown,San Miguel,Ñuñoa,4.213,-180,200k-400k,STOP_0197,SEC_539,2
m00686,u0285,t00686,0,-70.74716472605854,-33.44613372570559,-70.75400441295224,-33.453820320384104,2026-03-04T15:40:00Z,2026-03-04T16:58:00Z,other,Recreación,female,Puente Alto,Las Condes,1.767,-180,800k+,STOP_4539,SEC_315,7
m00687,u0019,t00687,0,-70.415068544688,-33.366932975433855,-70.43042492176004,-33.333922678709655,2026-03-04T16:29:00Z,2026-03-04T17:03:00Z,car,Por trabajo,female,Providencia,Independencia,3.108,-180,400k-800k,STOP_2411,SEC_031,5
m00688,u0112,t00688,0,-70.67595692986583,-33.40223638152766,-70.66281553180107,-33.445061396971624,2026-03-07T20:30:00Z,2026-03-07T21:05:00Z,bicycle,home,unknown,San Miguel,Pudahuel,1.857,-180,no_income,STOP_4348,SEC_037,2
m00689,u0217,t00689,0,-70.55932687707725,-33.41591483802696,-70.4916003614747,-33.39187756628696,2026-03-02T21:52:00Z,2026-03-02T23:21:00Z,taxi,volver a casa,male,Santiago,Las Condes,1.552,-180,800k+,STOP_4519,SEC_437,1
m00690,u0124,t00690,0,-70.75240353856387,-33.52337159488808,-70.79048279636682,-33.49485983603446,2026-03-01T12:16:00Z,2026-03-01T12:45:00Z,motorcycle,transfer,male,Ñuñoa,Recoleta,2.948,-180,no_income,STOP_3226,SEC_208,4
m00691,u0371,t00691,0,-70.60156209795657,-33.453918421005255,-70.58332606388923,-33.45571836236127,2026-03-08T03:44:00Z,2026-03-08T05:01:00Z,other,Otra actividad,unknown,Pudahuel,Providencia,4.167,-180,200k-400k,STOP_3573,SEC_495,3
m00692,u0091,t00692,0,-70.76154405606113,-33.45378133369953,-70.7979916720566,-33.43799798353141,2026-03-05T13:58:00Z,2026-03-05T15:03:00Z,car,volver a casa,male,Independencia,San Miguel,0.786,-180,<200k,STOP_2618,SEC_404,8
m00693,u0492,t00693,0,-70.60950859083636,-33.45712967808108,-70.57429655836162,-33.47253384297988,2026-03-03T23:33:00Z,2026-03-04T00:13:00Z,taxi,education,other,Quilicura,Independencia,2.715,-180,<200k,STOP_3875,SEC_103,1
m00694,u0101,t00694,0,-70.61558204159785,-33.4312798482018,-70.64595651469116,-33.44097927755792,2026-03-01T23:39:00Z,2026-03-02T01:14:00Z,metro,Comer o Tomar algo,male,Pudahuel,Estación Central,3.454,-180,400k-800k,STOP_4439,SEC_157,4
m00695,u0191,t00695,0,-70.71252011427148,-33.38061201884804,-70.63677411209768,-33.381730799297024,2026-03-01T15:14:00Z,2026-03-01T17:01:00Z,train,Por trabajo,unknown,Pudahuel,Maipú,4.86,-180,800k+,STOP_2335,SEC_140,1
m00696,u0446,t00696,0,-70.76749036739892,-33.34261377527925,-70.76023794967512,-33.30945392953355,2026-03-06T23:23:00Z,2026-03-06T23:55:00Z,car,Visitar a alguien,unknown,San Miguel,Santiago,1.854,-180,<200k,STOP_1629,SEC_416,4
m00697,u0212,t00697,0,-70.7354451267154,-33.381327787701395,-70.7761489235128,-33.36712184100738,2026-03-01T17:21:00Z,2026-03-01T18:57:00Z,metro,Al estudio,male,Estación Central,Vitacura,3.299,-180,200k-400k,STOP_0306,SEC_239,5
m00698,u0142,t00698,0,-70.6253211009517,-33.439697965152924,-70.63434396988919,-33.46419327360773,2026-03-05T12:00:00Z,2026-03-05T13:55:00Z,scooter,shopping,other,La Florida,Recoleta,0.865,-180,<200k,STOP_3633,SEC_483,3
m00699,u0234,t00699,0,-70.54779082892581,-33.50495146981877,-70.52227696989068,-33.466998654495825,2026-03-01T16:38:00Z,2026-03-01T18:07:00Z,scooter,leisure,unknown,Quilicura,San Miguel,4.879,-180,400k-800k,STOP_4759,SEC_573,8
m00700,u0532,t00700,0,-70.68826649996367,-33.48458893340563,-70.71584399693846,-33.52270214676774,2026-03-04T04:13:00Z,2026-03-04T05:10:00Z,taxi,transfer,other,Providencia,Ñuñoa,1.421,-180,<200k,STOP_3668,SEC_523,4
m00701,u0423,t00701,0,-70.76227056743937,-33.573724049075054,-70.69017736800919,-33.56610721518707,2026-03-04T17:39:00Z,2026-03-04T18:48:00Z,train,education,unknown,Recoleta,Santiago,1.113,-180,200k-400k,STOP_2025,SEC_259,1
m00702,u0321,t00702,0,-70.64000574232651,-33.58296830259231,-70.65647417450509,-33.55866022729518,2026-03-02T00:59:00Z,2026-03-02T01:58:00Z,car,Otra actividad,unknown,Providencia,Recoleta,4.772,-180,800k+,STOP_0523,SEC_498,5
m00703,u0161,t00703,0,-70.52585735379606,-33.47922432585442,-70.48407236343365,-33.53577205393807,2026-03-02T12:39:00Z,2026-03-02T13:04:00Z,train,De compras,female,Vitacura,Puente Alto,1.186,-180,<200k,STOP_1666,SEC_052,1
m00704,u0211,t00704,0,-70.55965601571441,-33.34793404993537,-70.53105741752499,-33.38757152972281,2026-03-06T15:41:00Z,2026-03-06T16:07:00Z,car,Visitar a alguien,other,Ñuñoa,Providencia,0.541,-180,no_income,STOP_0166,SEC_020,5
m00705,u0264,t00705,0,-70.64238820732938,-33.37461672055669,-70.63168438928815,-33.41129241669942,2026-03-06T01:12:00Z,2026-03-06T01:31:00Z,other,Recreación,unknown,Estación Central,La Florida,2.982,-180,800k+,STOP_3219,SEC_093,5
m00706,u0450,t00706,0,-70.7410155916783,-33.43385477285429,-70.78073841290443,-33.4963892571881,2026-03-07T14:19:00Z,2026-03-07T14:51:00Z,walk,shopping,female,Santiago,Estación Central,1.658,-180,200k-400k,STOP_2406,SEC_383,8
m00707,u0246,t00707,0,-70.75632891572745,-33.377563693249456,-70.77509597734289,-33.37749889895753,2026-03-03T18:09:00Z,2026-03-03T19:28:00Z,bicycle,Al estudio,female,San Miguel,Santiago,2.311,-180,400k-800k,STOP_1756,SEC_257,3
m00708,u0154,t00708,0,-70.66715564952979,-33.44839790343978,-70.72317697975085,-33.43531414361373,2026-03-07T20:45:00Z,2026-03-07T21:56:00Z,bicycle,shopping,male,Providencia,Maipú,3.865,-180,<200k,STOP_0177,SEC_266,6
m00709,u0500,t00709,0,-70.57086915823618,-33.4125455730116,-70.55958764282964,-33.414694685716356,2026-03-02T02:39:00Z,2026-03-02T03:12:00Z,train,leisure,unknown,Maipú,Providencia,4.361,-180,<200k,STOP_1695,SEC_410,3
m00710,u0115,t00710,0,-70.59757426005044,-33.384730161424905,-70.64538995410831,-33.37282475716329,2026-03-02T18:02:00Z,2026-03-02T19:59:00Z,car,Trámites,other,Las Condes,Maipú,1.593,-180,800k+,STOP_0146,SEC_126,8
m00711,u0200,t00711,0,-70.65203419063576,-33.49350067189104,-70.68922984821245,-33.490394382536465,2026-03-05T16:28:00Z,2026-03-05T17:11:00Z,walk,education,other,Providencia,San Miguel,1.049,-180,800k+,STOP_4015,SEC_351,3
m00712,u0115,t00712,0,-70.79937727775284,-33.55037258381886,-70.77699984662985,-33.57928983922961,2026-03-05T18:41:00Z,2026-03-05T20:39:00Z,taxi,Recreación,unknown,Puente Alto,Providencia,4.804,-180,<200k,STOP_0743,SEC_352,3
m00713,u0585,t00713,0,-70.63836439334243,-33.48800341904596,-70.58290906564199,-33.45963064961135,2026-03-06T22:20:00Z,2026-03-06T23:03:00Z,other,Al trabajo,unknown,Puente Alto,Las Condes,4.761,-180,no_income,STOP_2934,SEC_425,6
m00714,u0583,t00714,0,-70.5501169511406,-33.52409563149309,-70.48106368312496,-33.51073290376744,2026-03-04T21:42:00Z,2026-03-04T22:06:00Z,ride_hailing,health,unknown,Las Condes,Santiago,2.211,-180,800k+,STOP_1450,SEC_451,7
m00715,u0433,t00715,0,-70.5948845944354,-33.478401835081335,-70.55889769123188,-33.5140326869364,2026-03-01T13:48:00Z,2026-03-01T15:25:00Z,train,Por estudio,unknown,San Miguel,San Miguel,3.644,-180,<200k,STOP_0913,SEC_366,3
m00716,u0121,t00716,0,-70.7270951838193,-33.32535953594689,-70.71316028946869,-33.32002758305584,2026-03-07T05:39:00Z,2026-03-07T05:58:00Z,ride_hailing,Trámites,male,Vitacura,Quilicura,3.821,-180,800k+,STOP_3892,SEC_185,6
m00717,u0278,t00717,0,-70.59283991391327,-33.32851582370776,-70.5896419552087,-33.347645489337594,2026-03-06T17:25:00Z,2026-03-06T18:53:00Z,bus,Por estudio,unknown,Vitacura,Providencia,4.712,-180,no_income,STOP_3674,SEC_102,2
m00718,u0416,t00718,0,-70.57573632435829,-33.503751027260876,-70.5638907432155,-33.48774729974667,2026-03-01T19:31:00Z,2026-03-01T20:09:00Z,train,Trámites,other,Santiago,Independencia,1.741,-180,400k-800k,STOP_0574,SEC_362,5
m00719,u0435,t00719,0,-70.57601291297227,-33.55148487299082,-70.56567575970818,-33.58199900350965,2026-03-05T07:41:00Z,2026-03-05T09:08:00Z,walk,Al estudio,female,La Florida,Vitacura,3.272,-180,<200k,STOP_3899,SEC_328,3
m00720,u0424,t00720,0,-70.58428162450893,-33.441799644937646,-70.52313598385622,-33.432148037786554,2026-03-01T20:53:00Z,2026-03-01T21:33:00Z,other,leisure,unknown,Santiago,Providencia,4.57,-180,<200k,STOP_3388,SEC_090,2
m00721,u0086,t00721,0,-70.53153107129805,-33.43553814215954,-70.54542952638606,-33.42421702834704,2026-03-06T17:28:00Z,2026-03-06T18:00:00Z,scooter,education,other,San Miguel,Puente Alto,4.182,-180,200k-400k,STOP_3659,SEC_349,8
m00722,u0464,t00722,0,-70.73333923317591,-33.538318995179544,-70.75536466642438,-33.612227725003635,2026-03-02T20:35:00Z,2026-03-02T20:45:00Z,bicycle,Comer o Tomar algo,unknown,Estación Central,Las Condes,2.754,-180,<200k,STOP_0366,SEC_485,5
m00723,u0325,t00723,0,-70.50035076414213,-33.54646688019899,-70.45457662880833,-33.50531123284151,2026-03-04T04:17:00Z,2026-03-04T04:37:00Z,scooter,leisure,unknown,Santiago,Providencia,3.099,-180,400k-800k,STOP_4108,SEC_338,7
m00724,u0301,t00724,0,-70.7529954345658,-33.471556190445,-70.79316730377772,-33.50296102673867,2026-03-08T00:46:00Z,2026-03-08T01:09:00Z,motorcycle,Visitar a alguien,unknown,Santiago,Pudahuel,2.843,-180,no_income,STOP_3157,SEC_109,3
m00725,u0106,t00725,0,-70.4657885523497,-33.38219699179173,-70.46758874770667,-33.36251878212509,2026-03-01T18:27:00Z,2026-03-01T18:41:00Z,bus,Por estudio,other,Estación Central,Vitacura,2.345,-180,800k+,STOP_0323,SEC_489,4
m00726,u0429,t00726,0,-70.55479967651992,-33.44578023796858,-70.49017149355795,-33.48379878442871,2026-03-03T01:28:00Z,2026-03-03T03:03:00Z,ride_hailing,Buscar o dejar algo,unknown,Maipú,Quilicura,4.42,-180,<200k,STOP_4029,SEC_015,3
m00727,u0224,t00727,0,-70.63653789481263,-33.46240697130254,-70.6000761550788,-33.45958580116925,2026-03-05T12:30:00Z,2026-03-05T13:49:00Z,bus,Al trabajo,other,Estación Central,Quilicura,2.295,-180,no_income,STOP_0944,SEC_058,7
m00728,u0303,t00728,0,-70.66271287224679,-33.45887660806584,-70.72103092731983,-33.470998593268895,2026-03-06T22:45:00Z,2026-03-06T23:12:00Z,other,education,female,Pudahuel,Vitacura,1.958,-180,400k-800k,STOP_1237,SEC_371,6
m00729,u0091,t00729,0,-70.86387098613595,-33.432216543538416,-70.88544662197954,-33.43606502142319,2026-03-08T02:22:00Z,2026-03-08T02:40:00Z,train,Otra actividad,unknown,Vitacura,Estación Central,3.47,-180,400k-800k,STOP_4974,SEC_096,3
m00730,u0591,t00730,0,-70.82421481595387,-33.4019847875205,-70.72998056324954,-33.42036824372634,2026-03-05T12:46:00Z,2026-03-05T14:41:00Z,scooter,Recreación,unknown,Pudahuel,Recoleta,4.395,-180,no_income,STOP_3439,SEC_422,5
m00731,u0156,t00731,0,-70.642769650583,-33.33158025268332,-70.59152107951694,-33.35266547845635,2026-03-04T10:29:00Z,2026-03-04T12:04:00Z,other,home,other,Independencia,Providencia,4.63,-180,400k-800k,STOP_3900,SEC_363,7
m00732,u0415,t00732,0,-70.64111904685072,-33.393935992951114,-70.6510978147142,-33.417444773581636,2026-03-03T00:49:00Z,2026-03-03T01:02:00Z,bus,leisure,male,Ñuñoa,Providencia,3.621,-180,400k-800k,STOP_4937,SEC_531,8
m00733,u0397,t00733,0,-70.48112844530868,-33.47990303355669,-70.50620094071708,-33.472770211842565,2026-03-04T20:21:00Z,2026-03-04T21:12:00Z,walk,Al trabajo,unknown,La Florida,Independencia,0.621,-180,no_income,STOP_1910,SEC_222,1
m00734,u0560,t00734,0,-70.56591357061677,-33.33797595545064,-70.55763381737425,-33.34241777948481,2026-03-02T08:17:00Z,2026-03-02T08:29:00Z,car,Al estudio,other,Vitacura,Maipú,1.893,-180,800k+,STOP_0833,SEC_577,7
m00735,u0191,t00735,0,-70.5635363689012,-33.444929560379435,-70.51899370676239,-33.432078102405015,2026-03-05T15:19:00Z,2026-03-05T16:35:00Z,motorcycle,Visitar a alguien,female,Recoleta,Quilicura,4.486,-180,800k+,STOP_1993,SEC_122,6
m00736,u0251,t00736,0,-70.54319455073829,-33.396974257534566,-70.45421578584947,-33.357608524605375,2026-03-04T13:21:00Z,2026-03-04T14:34:00Z,ride_hailing,Buscar o dejar algo,other,Estación Central,Providencia,0.837,-180,400k-800k,STOP_1281,SEC_037,1
m00737,u0486,t00737,0,-70.40095761522802,-33.3261157724079,-70.37017655372678,-33.35161452093331,2026-03-03T13:07:00Z,2026-03-03T13:32:00Z,ride_hailing,leisure,unknown,San Miguel,Ñuñoa,3.216,-180,<200k,STOP_1641,SEC_022,6
m00738,u0018,t00738,0,-70.44618204337542,-33.45003086334082,-70.499996220616,-33.41913756848312,2026-03-03T06:09:00Z,2026-03-03T07:21:00Z,motorcycle,home,unknown,San Miguel,San Miguel,2.132,-180,400k-800k,STOP_2228,SEC_393,8
m00739,u0113,t00739,0,-70.66680309149787,-33.489996897464195,-70.5596252380448,-33.52503737907403,2026-03-05T20:16:00Z,2026-03-05T20:32:00Z,ride_hailing,home,unknown,Recoleta,Providencia,4.804,-180,800k+,STOP_4438,SEC_459,5
m00740,u0441,t00740,0,-70.60021321162482,-33.417900952294886,-70.6996936075636,-33.356764439004046,2026-03-07T11:33:00Z,2026-03-07T12:07:00Z,walk,errand,female,Las Condes,Independencia,4.71,-180,800k+,STOP_3250,SEC_246,1
m00741,u0370,t00741,0,-70.76457462449054,-33.50425887691971,-70.75337074388575,-33.44307590316428,2026-03-06T02:15:00Z,2026-03-06T03:02:00Z,ride_hailing,leisure,other,Santiago,Puente Alto,2.475,-180,<200k,STOP_1178,SEC_574,2
m00742,u0000,t00742,0,-70.61653443824513,-33.42898432942037,-70.65748863329378,-33.47146595866522,2026-03-04T20:56:00Z,2026-03-04T21:54:00Z,motorcycle,Comer o Tomar algo,male,San Miguel,Quilicura,3.004,-180,<200k,STOP_3507,SEC_438,3
m00743,u0178,t00743,0,-70.67639479713476,-33.62301385764553,-70.6380960059157,-33.63351146877187,2026-03-05T00:37:00Z,2026-03-05T02:15:00Z,bicycle,De compras,unknown,Independencia,Las Condes,1.095,-180,no_income,STOP_3927,SEC_499,4
m00744,u0535,t00744,0,-70.88453128158805,-33.522267677743656,-70.81556496585571,-33.52016303656515,2026-03-07T13:22:00Z,2026-03-07T14:55:00Z,ride_hailing,Por estudio,male,Puente Alto,La Florida,0.958,-180,400k-800k,STOP_1972,SEC_336,5
m00745,u0335,t00745,0,-70.50623635295207,-33.4792182547124,-70.51137870693312,-33.51484676972772,2026-03-02T06:18:00Z,2026-03-02T07:46:00Z,scooter,leisure,female,Estación Central,Quilicura,1.711,-180,<200k,STOP_3373,SEC_361,4
m00746,u0008,t00746,0,-70.77394670152081,-33.43862237490359,-70.81951966702196,-33.436553542679135,2026-03-02T00:43:00Z,2026-03-02T01:58:00Z,train,errand,male,Recoleta,San Miguel,2.486,-180,no_income,STOP_4661,SEC_306,7
