movement_id,user_id,trip_id,movement_seq,origin_longitude,origin_latitude,destination_longitude,destination_latitude,origin_time_utc,destination_time_utc,origin_h3_index,destination_h3_index,mode,purpose,day_type,time_period,user_gender,trip_weight,origin_municipality,destination_municipality,household_id,source_person_id,stage_count,activity_destination,travel_time_min,fare_amount
m00622,u0099,t00622,0,-70.60112967217849,-33.53466248406701,-70.61817309498772,-33.49277973698967,2026-03-05T11:27:00-03:00,2026-03-05T13:19:00-03:00,88b2c50937fffff,88b2c50969fffff,train,shopping,holiday,evening,unknown,4.586,Maipú,Puente Alto,H00157,P00401,2,compra,112.0,1200.0
m00623,u0250,t00623,0,-70.70460693784588,-33.555803290663334,-70.70359642460194,-33.52675592289219,2026-03-06T19:21:00-03:00,2026-03-06T19:44:00-03:00,88b2c5446bfffff,88b2c54753fffff,metro,education,weekday,night,unknown,1.647,Maipú,La Florida,H00084,P00126,4,compra,23.0,800.0
m00624,u0362,t00624,0,-70.56198091283281,-33.48889553045593,-70.5402738589704,-33.416361364372435,2026-03-02T23:46:00-03:00,2026-03-03T00:02:00-03:00,88b2c50865fffff,88b2c519b9fffff,motorcycle,errand,holiday,morning,other,0.799,San Miguel,San Miguel,H00497,P00427,2,salud,16.0,900.0
m00625,u0139,t00625,0,-70.63188268343565,-33.41638186324204,-70.63245604361613,-33.458067563808584,2026-03-03T08:26:00-03:00,2026-03-03T09:22:00-03:00,88b2c556e7fffff,88b2c55489fffff,motorcycle,transfer,weekend,evening,unknown,2.795,Vitacura,Pudahuel,H00257,P00001,3,estudio,56.0,900.0
m00626,u0202,t00626,0,-70.72975572065963,-33.45819173652889,-70.69079586714925,-33.414446612304516,2026-03-04T04:21:00-03:00,2026-03-04T05:02:00-03:00,88b2c55517fffff,88b2c55469fffff,taxi,errand,weekend,evening,unknown,1.672,Providencia,Providencia,H00468,P00519,3,trabajo,41.0,1200.0
m00627,u0220,t00627,0,-70.74659398838322,-33.50204508963245,-70.76507139595391,-33.49994102408147,2026-03-02T15:55:00-03:00,2026-03-02T16:23:00-03:00,88b2c54291fffff,88b2c542b9fffff,bus,transfer,holiday,morning,female,2.53,Independencia,Estación Central,H00497,P00414,4,recreación,28.0,760.0
m00628,u0303,t00628,0,-70.82474962990474,-33.503936996937966,-70.87788543812327,-33.47975399043396,2026-03-03T14:08:00-03:00,2026-03-03T14:26:00-03:00,88b2c5401dfffff,88b2c54331fffff,scooter,work,weekend,midday,unknown,2.553,Vitacura,Ñuñoa,H00100,P00409,2,recreación,18.0,0.0
m00629,u0219,t00629,0,-70.63092668221331,-33.50698696515302,-70.55184766748879,-33.55642027938615,2026-03-03T16:55:00-03:00,2026-03-03T18:40:00-03:00,88b2c5465bfffff,88b2c509b9fffff,bus,leisure,weekday,midday,other,1.935,Pudahuel,San Miguel,H00198,P00424,3,trabajo,105.0,760.0
m00630,u0442,t00630,0,-70.69545875472514,-33.52036077029272,-70.71964410418684,-33.47631831561276,2026-03-03T10:47:00-03:00,2026-03-03T12:02:00-03:00,88b2c5475bfffff,88b2c555e3fffff,other,leisure,weekend,evening,other,2.688,Estación Central,Las Condes,H00074,P00215,1,estudio,75.0,1520.0
m00631,u0196,t00631,0,-70.89721955280635,-33.26746936981792,-70.91995723615506,-33.24387386727796,2026-03-04T02:53:00-03:00,2026-03-04T04:17:00-03:00,88b2c426c3fffff,88b2c42657fffff,train,other,holiday,afternoon,female,2.211,Santiago,Maipú,H00005,P00597,4,compra,84.0,760.0
m00632,u0260,t00632,0,-70.71357148727694,-33.426199114305156,-70.71620362011983,-33.42736641534874,2026-03-04T18:48:00-03:00,2026-03-04T19:06:00-03:00,88b2c5555bfffff,88b2c55551fffff,ride_hailing,home,holiday,midday,unknown,1.009,Puente Alto,Quilicura,H00591,P00447,1,salud,18.0,760.0
m00633,u0227,t00633,0,-70.75010340292549,-33.37905927564763,-70.74741615853932,-33.3597058950178,2026-03-06T02:55:00-03:00,2026-03-06T03:39:00-03:00,88b2c552b3fffff,88b2c55295fffff,motorcycle,shopping,weekday,morning,male,4.4,Puente Alto,Santiago,H00396,P00108,3,salud,44.0,1520.0
m00634,u0109,t00634,0,-70.50243224078294,-33.489126197449515,-70.51789958648247,-33.512091056480784,2026-03-03T08:53:00-03:00,2026-03-03T10:09:00-03:00,88b2c50853fffff,88b2c50817fffff,motorcycle,home,holiday,morning,male,3.656,San Miguel,La Florida,H00271,P00553,1,estudio,76.0,760.0
m00635,u0411,t00635,0,-70.83027786118933,-33.464876534174884,-70.83097521706729,-33.482259736742336,2026-03-07T04:02:00-03:00,2026-03-07T05:07:00-03:00,88b2c54221fffff,88b2c54041fffff,metro,shopping,weekday,afternoon,male,0.686,Maipú,Recoleta,H00120,P00443,2,estudio,65.0,800.0
m00636,u0141,t00636,0,-70.8041350799734,-33.507084318509634,-70.80572556923053,-33.52098765691839,2026-03-04T14:32:00-03:00,2026-03-04T15:56:00-03:00,88b2c5401bfffff,88b2c540c5fffff,taxi,leisure,holiday,evening,unknown,1.021,Ñuñoa,San Miguel,H00354,P00186,1,compra,84.0,800.0
m00637,u0178,t00637,0,-70.54900303568942,-33.662136666793536,-70.54201026260858,-33.717718502644246,2026-03-06T07:06:00-03:00,2026-03-06T08:27:00-03:00,88b2c57037fffff,88b2c56263fffff,bicycle,health,weekday,night,male,0.934,Quilicura,Puente Alto,H00325,P00568,3,estudio,81.0,900.0
m00638,u0475,t00638,0,-70.5243236842536,-33.56024074214783,-70.61862318261309,-33.53438798732173,2026-03-02T01:17:00-03:00,2026-03-02T02:09:00-03:00,88b2c5724dfffff,88b2c546c1fffff,bus,leisure,weekday,afternoon,female,0.778,Ñuñoa,Puente Alto,H00133,P00149,2,compra,52.0,900.0
m00639,u0569,t00639,0,-70.73449829387256,-33.59484949439843,-70.65926324159224,-33.559101685972955,2026-03-02T11:13:00-03:00,2026-03-02T12:48:00-03:00,88b2c54517fffff,88b2c5445bfffff,bicycle,leisure,holiday,midday,female,0.766,Estación Central,Vitacura,H00008,P00386,3,estudio,95.0,900.0
m00640,u0402,t00640,0,-70.72320858228089,-33.629982702236134,-70.72910011482227,-33.65102302672905,2026-03-04T10:11:00-03:00,2026-03-04T10:45:00-03:00,88b2c545bdfffff,88b2c57b5dfffff,other,other,weekend,night,unknown,1.207,Santiago,Ñuñoa,H00281,P00402,2,trabajo,34.0,900.0
m00641,u0549,t00641,0,-70.59837646034467,-33.54562871794385,-70.57515155556679,-33.5351826274655,2026-03-03T19:31:00-03:00,2026-03-03T19:45:00-03:00,88b2c546d1fffff,88b2c509e1fffff,car,transfer,weekday,night,female,4.315,Puente Alto,La Florida,H00305,P00577,1,salud,14.0,1520.0
m00642,u0512,t00642,0,-70.89270997969453,-33.34400354564947,-70.94783403335589,-33.35196975988835,2026-03-04T17:20:00-03:00,2026-03-04T19:10:00-03:00,88b2c5514dfffff,88b2c424a3fffff,motorcycle,health,weekday,morning,unknown,4.227,Recoleta,Puente Alto,H00478,P00342,3,salud,110.0,900.0
m00643,u0288,t00643,0,-70.84611936845056,-33.45355489341635,-70.86495937890052,-33.44370667455392,2026-03-02T08:36:00-03:00,2026-03-02T08:43:00-03:00,88b2c5435bfffff,88b2c5434bfffff,walk,transfer,weekday,morning,female,4.024,Estación Central,Pudahuel,H00236,P00596,3,estudio,7.0,900.0
m00644,u0462,t00644,0,-70.68807334008507,-33.34675489901431,-70.71496597473788,-33.36558221625064,2026-03-04T13:33:00-03:00,2026-03-04T14:10:00-03:00,88b2c5cd83fffff,88b2c5574dfffff,bicycle,home,weekday,night,unknown,3.266,Pudahuel,Quilicura,H00058,P00170,3,compra,37.0,1520.0
m00645,u0197,t00645,0,-70.50501094338708,-33.417121393847935,-70.44622199280674,-33.44362414853057,2026-03-06T01:22:00-03:00,2026-03-06T01:40:00-03:00,88b2c518a7fffff,88b2c50107fffff,other,leisure,holiday,morning,other,3.756,Santiago,Quilicura,H00528,P00480,2,compra,18.0,0.0
m00646,u0276,t00646,0,-70.70357300881668,-33.38739529394279,-70.72700555309011,-33.355833047362076,2026-03-06T08:22:00-03:00,2026-03-06T08:53:00-03:00,88b2c5570bfffff,88b2c5529bfffff,taxi,errand,weekday,evening,female,3.823,Pudahuel,Providencia,H00248,P00147,3,trabajo,31.0,1520.0
m00647,u0321,t00647,0,-70.64990632082647,-33.52207175962437,-70.61958312134887,-33.5239878771781,2026-03-02T23:41:00-03:00,2026-03-03T00:31:00-03:00,88b2c5461dfffff,88b2c50927fffff,train,other,weekday,afternoon,unknown,4.502,Maipú,Providencia,H00433,P00599,3,compra,50.0,760.0
m00648,u0576,t00648,0,-70.54662107274359,-33.40808392366459,-70.57263789085052,-33.34742065513899,2026-03-03T15:51:00-03:00,2026-03-03T16:10:00-03:00,88b2c51981fffff,88b2c5194bfffff,other,errand,holiday,morning,male,3.796,Vitacura,Puente Alto,H00025,P00458,1,compra,19.0,760.0
m00649,u0509,t00649,0,-70.44931152667218,-33.391702861274055,-70.46741628425833,-33.39031356233023,2026-03-04T22:15:00-03:00,2026-03-04T23:13:00-03:00,88b2c518d3fffff,88b2c518d5fffff,walk,work,holiday,afternoon,unknown,3.814,Pudahuel,La Florida,H00021,P00375,1,recreación,58.0,0.0
m00650,u0293,t00650,0,-70.71768484731483,-33.4961317833787,-70.72750685392286,-33.52391412458922,2026-03-04T21:01:00-03:00,2026-03-04T22:52:00-03:00,88b2c555a3fffff,88b2c54709fffff,car,leisure,weekday,midday,other,4.118,Las Condes,Santiago,H00013,P00039,2,estudio,111.0,900.0
m00651,u0391,t00651,0,-70.66168367237334,-33.40523677035071,-70.61032986730017,-33.368428544057636,2026-03-06T19:01:00-03:00,2026-03-06T19:21:00-03:00,88b2c5544bfffff,88b2c51967fffff,train,other,weekend,afternoon,male,3.004,Puente Alto,Vitacura,H00473,P00298,1,salud,20.0,1200.0
m00652,u0121,t00652,0,-70.47779447786571,-33.40470497931402,-70.55338858422692,-33.38578097438964,2026-03-03T23:34:00-03:00,2026-03-04T01:25:00-03:00,88b2c51887fffff,88b2c519c5fffff,taxi,home,weekend,morning,female,1.459,Quilicura,Vitacura,H00144,P00086,3,estudio,111.0,800.0
m00653,u0482,t00653,0,-70.81221992751914,-33.49396420969041,-70.86484646973011,-33.47215802377952,2026-03-05T22:43:00-03:00,2026-03-05T23:35:00-03:00,88b2c54051fffff,88b2c54315fffff,taxi,home,weekend,night,male,0.88,Vitacura,Puente Alto,H00474,P00550,1,trabajo,52.0,900.0
m00654,u0331,t00654,0,-70.55724189294462,-33.539821474581686,-70.63513409957221,-33.504103454215645,2026-03-07T10:28:00-03:00,2026-03-07T11:41:00-03:00,88b2c50989fffff,88b2c54659fffff,ride_hailing,health,weekday,morning,female,2.386,Recoleta,Pudahuel,H00566,P00227,1,estudio,73.0,800.0
m00655,u0319,t00655,0,-70.76183155323612,-33.544730266551866,-70.80533163802657,-33.56431415536724,2026-03-03T08:07:00-03:00,2026-03-03T09:02:00-03:00,88b2c54725fffff,88b2c540b5fffff,bus,health,holiday,evening,unknown,0.913,Ñuñoa,San Miguel,H00398,P00498,1,recreación,55.0,1200.0
m00656,u0459,t00656,0,-70.64975276328968,-33.44307955664629,-70.68221676533737,-33.44689715591585,2026-03-07T00:15:00-03:00,2026-03-07T00:56:00-03:00,88b2c55413fffff,88b2c5543dfffff,other,errand,holiday,midday,female,1.262,Puente Alto,Independencia,H00591,P00543,2,estudio,41.0,1520.0
m00657,u0379,t00657,0,-70.68426190474003,-33.42383921049686,-70.74884115490364,-33.42898270544149,2026-03-03T13:55:00-03:00,2026-03-03T14:12:00-03:00,88b2c5540dfffff,88b2c55547fffff,train,home,holiday,night,female,0.607,Quilicura,Vitacura,H00557,P00066,1,recreación,17.0,1200.0
m00658,u0043,t00658,0,-70.75580116007012,-33.51340206643663,-70.7851670699347,-33.5521244625441,2026-03-03T14:10:00-03:00,2026-03-03T15:23:00-03:00,88b2c5476dfffff,88b2c54095fffff,ride_hailing,health,holiday,evening,female,1.851,Recoleta,Providencia,H00433,P00455,3,salud,73.0,800.0
m00659,u0172,t00659,0,-70.75831019276582,-33.44787317269392,-70.83889877200316,-33.45578087719866,2026-03-05T19:45:00-03:00,2026-03-05T21:35:00-03:00,88b2c5552bfffff,88b2c5422dfffff,ride_hailing,health,weekday,evening,unknown,4.865,Las Condes,Ñuñoa,H00481,P00181,1,salud,110.0,1200.0
m00660,u0106,t00660,0,-70.63235856357463,-33.40435703710892,-70.67307811252533,-33.36426565337262,2026-03-05T14:27:00-03:00,2026-03-05T15:31:00-03:00,88b2c556edfffff,88b2c5566dfffff,motorcycle,transfer,weekend,midday,unknown,2.205,Ñuñoa,Puente Alto,H00362,P00065,4,salud,64.0,0.0
m00661,u0440,t00661,0,-70.56044606718373,-33.40054474282678,-70.51242925118733,-33.393424599712965,2026-03-05T02:18:00-03:00,2026-03-05T03:31:00-03:00,88b2c519e3fffff,88b2c519dbfffff,bicycle,shopping,holiday,afternoon,other,1.584,Las Condes,Vitacura,H00131,P00156,3,compra,73.0,1520.0
m00662,u0021,t00662,0,-70.67297362031884,-33.325849590390206,-70.6568300975076,-33.366231430225554,2026-03-02T20:50:00-03:00,2026-03-02T22:09:00-03:00,88b2c5cdddfffff,88b2c5566bfffff,bus,shopping,weekend,night,female,2.316,La Florida,Recoleta,H00061,P00329,1,salud,79.0,1520.0
m00663,u0121,t00663,0,-70.65298868412667,-33.34784153342416,-70.64548997723976,-33.39451671577411,2026-03-01T22:11:00-03:00,2026-03-01T23:00:00-03:00,88b2c5cca7fffff,88b2c55639fffff,walk,home,holiday,midday,other,1.856,La Florida,Puente Alto,H00228,P00513,2,trabajo,49.0,900.0
m00664,u0358,t00664,0,-70.6028825933709,-33.530103314620526,-70.64299373562206,-33.48016003285808,2026-03-07T14:42:00-03:00,2026-03-07T15:00:00-03:00,88b2c50931fffff,88b2c554bdfffff,bus,health,weekend,evening,unknown,3.532,San Miguel,Santiago,H00285,P00414,1,salud,18.0,900.0
m00665,u0416,t00665,0,-70.75716187730129,-33.31531310323696,-70.81860527566307,-33.31802267354461,2026-03-07T08:49:00-03:00,2026-03-07T09:52:00-03:00,88b2c5cd27fffff,88b2c55221fffff,taxi,health,holiday,midday,female,3.355,Estación Central,Recoleta,H00209,P00139,4,salud,63.0,760.0
m00666,u0301,t00666,0,-70.58603074915871,-33.49247812036446,-70.63159699218008,-33.51190042653551,2026-03-07T10:57:00-03:00,2026-03-07T12:41:00-03:00,88b2c50943fffff,88b2c54653fffff,metro,education,holiday,night,unknown,0.623,Independencia,Ñuñoa,H00061,P00177,3,trabajo,104.0,800.0
m00667,u0516,t00667,0,-70.57806569029403,-33.36641017500365,-70.57979408336986,-33.37462992795056,2026-03-04T20:07:00-03:00,2026-03-04T20:48:00-03:00,88b2c5190bfffff,88b2c51903fffff,other,leisure,weekend,afternoon,female,2.801,Recoleta,Maipú,H00302,P00182,4,compra,41.0,0.0
m00668,u0551,t00668,0,-70.39963737012495,-33.44456106991591,-70.36491029893588,-33.48888030254543,2026-03-07T10:36:00-03:00,2026-03-07T12:21:00-03:00,88b2c50027fffff,88b2c50e4dfffff,ride_hailing,other,holiday,afternoon,unknown,0.663,Puente Alto,Estación Central,H00299,P00441,2,compra,105.0,800.0
m00669,u0079,t00669,0,-70.69761041905595,-33.48297195027656,-70.66151572237054,-33.44027909579121,2026-03-04T13:31:00-03:00,2026-03-04T15:14:00-03:00,88b2c55583fffff,88b2c55415fffff,ride_hailing,work,weekend,afternoon,other,3.548,Recoleta,San Miguel,H00572,P00311,1,estudio,103.0,900.0
m00670,u0571,t00670,0,-70.70580818016681,-33.594615748782,-70.68058368566749,-33.60640733690958,2026-03-01T18:41:00-03:00,2026-03-01T19:14:00-03:00,88b2c545cbfffff,88b2c545dbfffff,taxi,health,weekday,afternoon,unknown,4.711,Estación Central,Providencia,H00572,P00014,1,trabajo,33.0,800.0
m00671,u0368,t00671,0,-70.58310341284262,-33.46372516081731,-70.61260568740533,-33.42270311498516,2026-03-02T15:20:00-03:00,2026-03-02T16:31:00-03:00,88b2c50b2bfffff,88b2c55687fffff,car,leisure,weekend,night,male,4.584,Santiago,Santiago,H00369,P00045,2,trabajo,71.0,1200.0
m00672,u0381,t00672,0,-70.57808958310878,-33.57475065882445,-70.57710758981261,-33.57320110739103,2026-03-03T03:47:00-03:00,2026-03-03T05:17:00-03:00,88b2c57341fffff,88b2c57349fffff,walk,home,holiday,night,unknown,1.426,Maipú,Puente Alto,H00510,P00045,4,estudio,90.0,1520.0
m00673,u0057,t00673,0,-70.71350871533767,-33.37261606113258,-70.72636241653916,-33.32973010189553,2026-03-03T21:20:00-03:00,2026-03-03T22:21:00-03:00,88b2c55741fffff,88b2c5cd33fffff,walk,work,weekday,afternoon,unknown,3.842,Santiago,Santiago,H00187,P00576,2,estudio,61.0,900.0
m00674,u0373,t00674,0,-70.700316267693,-33.32865658742886,-70.70836385823279,-33.320955752457564,2026-03-07T19:45:00-03:00,2026-03-07T21:10:00-03:00,88b2c5cdebfffff,88b2c5cde9fffff,bus,shopping,weekday,evening,male,4.069,Las Condes,La Florida,H00581,P00302,4,estudio,85.0,800.0
m00675,u0435,t00675,0,-70.60588691617819,-33.51375287914374,-70.5244018002998,-33.48815589925766,2026-03-03T13:54:00-03:00,2026-03-03T15:43:00-03:00,88b2c5092bfffff,88b2c50809fffff,other,work,weekend,night,other,4.39,Santiago,Puente Alto,H00564,P00294,2,salud,109.0,760.0
m00676,u0348,t00676,0,-70.74275842407346,-33.425842340598464,-70.81323843355361,-33.40426954921581,2026-03-05T12:55:00-03:00,2026-03-05T14:12:00-03:00,88b2c55547fffff,88b2c550adfffff,walk,shopping,weekend,midday,male,1.668,Recoleta,Vitacura,H00075,P00456,1,compra,77.0,900.0
m00677,u0050,t00677,0,-70.70105339880149,-33.50803132176064,-70.71044047143837,-33.48933258977308,2026-03-03T03:29:00-03:00,2026-03-03T05:10:00-03:00,88b2c555b3fffff,88b2c55587fffff,motorcycle,work,weekend,midday,male,2.529,Quilicura,Maipú,H00420,P00114,2,trabajo,101.0,1200.0
m00678,u0313,t00678,0,-70.65104072326315,-33.500278778410944,-70.6025707669753,-33.48984074409546,2026-03-05T18:04:00-03:00,2026-03-05T19:41:00-03:00,88b2c5464bfffff,88b2c50945fffff,ride_hailing,other,weekend,morning,unknown,1.497,Estación Central,Ñuñoa,H00274,P00018,1,trabajo,97.0,0.0
m00679,u0561,t00679,0,-70.56040613151777,-33.388040423690775,-70.6190417913191,-33.39502594517424,2026-03-05T05:19:00-03:00,2026-03-05T06:57:00-03:00,88b2c519e9fffff,88b2c55613fffff,bus,health,weekend,afternoon,female,0.609,Ñuñoa,Recoleta,H00159,P00162,3,salud,98.0,800.0
m00680,u0434,t00680,0,-70.72045986161795,-33.45308306094748,-70.74620975862861,-33.39562002020029,2026-03-02T07:16:00-03:00,2026-03-02T08:59:00-03:00,88b2c55511fffff,88b2c5572dfffff,metro,education,weekday,evening,female,3.466,Independencia,Recoleta,H00247,P00125,1,recreación,103.0,800.0
m00681,u0082,t00681,0,-70.84423844620306,-33.31082815664552,-70.86539998610577,-33.3380362661984,2026-03-04T11:39:00-03:00,2026-03-04T12:09:00-03:00,88b2c5535dfffff,88b2c5533dfffff,bus,transfer,weekday,evening,male,2.442,Maipú,Santiago,H00543,P00478,3,recreación,30.0,760.0
m00682,u0575,t00682,0,-70.85165974675182,-33.488578598296236,-70.86059133563398,-33.48844936902594,2026-03-01T23:42:00-03:00,2026-03-01T23:49:00-03:00,88b2c54069fffff,88b2c5406dfffff,walk,home,holiday,night,unknown,1.617,Maipú,Providencia,H00554,P00491,2,salud,7.0,760.0
m00683,u0575,t00683,0,-70.78594130667061,-33.37005309340204,-70.84977959305486,-33.36960651714581,2026-03-07T11:23:00-03:00,2026-03-07T11:45:00-03:00,88b2c552a7fffff,88b2c5502dfffff,scooter,health,weekend,midday,female,4.312,Recoleta,Las Condes,H00206,P00380,2,estudio,22.0,1520.0
m00684,u0101,t00684,0,-70.79131677182,-33.44220692696338,-70.76750532940648,-33.43013370436307,2026-03-06T04:17:00-03:00,2026-03-06T04:50:00-03:00,88b2c54255fffff,88b2c55561fffff,taxi,leisure,holiday,evening,male,2.731,Independencia,Pudahuel,H00277,P00545,3,salud,33.0,800.0
m00685,u0480,t00685,0,-70.67546107586199,-33.38633775922047,-70.64880958456146,-33.3992219385973,2026-03-07T20:08:00-03:00,2026-03-07T21:32:00-03:00,88b2c5562dfffff,88b2c55631fffff,walk,transfer,weekend,morning,other,4.976,Recoleta,Las Condes,H00309,P00278,3,trabajo,84.0,900.0
m00686,u0244,t00686,0,-70.77888801535975,-33.4857726125864,-70.75855300235904,-33.476330223418714,2026-03-07T09:06:00-03:00,2026-03-07T10:09:00-03:00,88b2c5428dfffff,88b2c542c3fffff,motorcycle,education,weekday,evening,male,4.07,Providencia,Estación Central,H00440,P00144,4,trabajo,63.0,0.0
m00687,u0356,t00687,0,-70.73027549598211,-33.45396470700413,-70.76509044295376,-33.459029984560225,2026-03-02T18:52:00-03:00,2026-03-02T19:50:00-03:00,88b2c55515fffff,88b2c55527fffff,car,health,weekend,midday,other,4.411,Puente Alto,La Florida,H00287,P00198,2,trabajo,58.0,760.0
m00688,u0267,t00688,0,-70.7374085884982,-33.45923991034392,-70.7339481568667,-33.506698485867055,2026-03-06T04:48:00-03:00,2026-03-06T04:54:00-03:00,88b2c5553bfffff,88b2c5474dfffff,other,leisure,holiday,midday,other,3.98,Ñuñoa,Estación Central,H00237,P00084,4,trabajo,6.0,760.0
m00689,u0469,t00689,0,-70.70405078608479,-33.51688456918767,-70.74002839566755,-33.51659800059996,2026-03-01T22:49:00-03:00,2026-03-02T00:12:00-03:00,88b2c54751fffff,88b2c5476bfffff,motorcycle,transfer,holiday,morning,unknown,0.977,Santiago,Ñuñoa,H00554,P00540,4,estudio,83.0,760.0
m00690,u0597,t00690,0,-70.52774956684769,-33.397033477233464,-70.54105343327855,-33.43005043722437,2026-03-07T23:22:00-03:00,2026-03-08T00:08:00-03:00,88b2c519d5fffff,88b2c519b3fffff,other,work,weekday,evening,unknown,0.793,Santiago,Puente Alto,H00223,P00362,4,trabajo,46.0,1520.0
m00691,u0477,t00691,0,-70.59380524105694,-33.39798007955373,-70.5076665239701,-33.4500116524272,2026-03-06T17:56:00-03:00,2026-03-06T19:28:00-03:00,88b2c556cbfffff,88b2c50a07fffff,bus,other,holiday,midday,male,4.618,La Florida,Providencia,H00159,P00463,4,recreación,92.0,900.0
m00692,u0558,t00692,0,-70.6583870584724,-33.402515624407556,-70.65455924336855,-33.39840942478688,2026-03-06T00:19:00-03:00,2026-03-06T00:36:00-03:00,88b2c55635fffff,88b2c55631fffff,bus,education,weekend,midday,male,1.122,Providencia,Quilicura,H00196,P00168,4,salud,17.0,1520.0
m00693,u0567,t00693,0,-70.70610262805808,-33.32704274768659,-70.75360369109757,-33.312406247426004,2026-03-08T05:08:00-03:00,2026-03-08T05:46:00-03:00,88b2c5cde9fffff,88b2c5cd21fffff,train,shopping,weekday,midday,male,2.261,Pudahuel,Recoleta,H00199,P00430,2,salud,38.0,800.0
m00694,u0054,t00694,0,-70.7033232656623,-33.3340524159011,-70.69610985203575,-33.31825147463796,2026-03-07T04:16:00-03:00,2026-03-07T04:27:00-03:00,88b2c5cde3fffff,88b2c5cdc5fffff,train,work,weekend,night,male,3.245,Santiago,Providencia,H00333,P00198,3,trabajo,11.0,1200.0
m00695,u0152,t00695,0,-70.6272253530048,-33.479995575187935,-70.68129719004733,-33.462980453977345,2026-03-07T07:05:00-03:00,2026-03-07T07:42:00-03:00,88b2c55495fffff,88b2c555ddfffff,scooter,work,weekday,afternoon,unknown,1.454,Ñuñoa,Pudahuel,H00396,P00267,4,recreación,37.0,0.0
m00696,u0433,t00696,0,-70.60158309266477,-33.420155814525266,-70.64954350836537,-33.478133485153485,2026-03-01T22:49:00-03:00,2026-03-02T00:40:00-03:00,88b2c5568bfffff,88b2c554abfffff,car,education,weekday,morning,other,1.514,Estación Central,Vitacura,H00080,P00391,2,trabajo,111.0,1200.0
m00697,u0354,t00697,0,-70.75076175061005,-33.49988805514066,-70.792406676048,-33.54071856297788,2026-03-01T09:58:00-03:00,2026-03-01T10:59:00-03:00,88b2c54291fffff,88b2c54081fffff,taxi,work,holiday,morning,other,2.598,Independencia,Independencia,H00531,P00588,4,recreación,61.0,900.0
m00698,u0030,t00698,0,-70.65635192443857,-33.448131574710835,-70.6741243025264,-33.38892593160642,2026-03-07T23:27:00-03:00,2026-03-08T00:22:00-03:00,88b2c55417fffff,88b2c55621fffff,other,leisure,holiday,afternoon,male,2.124,San Miguel,Quilicura,H00152,P00334,3,salud,55.0,0.0
m00699,u0057,t00699,0,-70.86316195686629,-33.49797995592951,-70.82568319704272,-33.52939621873182,2026-03-03T00:12:00-03:00,2026-03-03T00:48:00-03:00,88b2c54067fffff,88b2c540e5fffff,walk,health,weekend,night,other,3.545,Santiago,Ñuñoa,H00068,P00426,2,estudio,36.0,1200.0
m00700,u0312,t00700,0,-70.63882862158293,-33.32039437526912,-70.61569269366225,-33.302069144335015,2026-03-04T05:38:00-03:00,2026-03-04T06:13:00-03:00,88b2c5ccebfffff,88b2c5ccc9fffff,taxi,shopping,holiday,afternoon,other,0.838,Santiago,La Florida,H00400,P00356,4,trabajo,35.0,800.0
m00701,u0369,t00701,0,-70.58378507580413,-33.420904147972564,-70.56286526267424,-33.44151227662254,2026-03-01T13:16:00-03:00,2026-03-01T14:37:00-03:00,88b2c55699fffff,88b2c50b43fffff,scooter,errand,holiday,midday,other,2.699,Vitacura,Quilicura,H00125,P00254,1,salud,81.0,0.0
m00702,u0100,t00702,0,-70.68800686268808,-33.46744233024835,-70.73196384531171,-33.46505214807033,2026-03-05T14:40:00-03:00,2026-03-05T16:38:00-03:00,88b2c555d5fffff,88b2c555edfffff,scooter,health,weekend,afternoon,unknown,1.284,Quilicura,Recoleta,H00450,P00559,3,recreación,118.0,1520.0
m00703,u0102,t00703,0,-70.47834730038599,-33.354510514251494,-70.49999987460342,-33.3735081403197,2026-03-06T23:53:00-03:00,2026-03-07T01:23:00-03:00,88b2c51aa1fffff,88b2c51817fffff,metro,work,weekday,night,unknown,3.23,Estación Central,Recoleta,H00568,P00576,4,compra,90.0,900.0
m00704,u0077,t00704,0,-70.7481238447436,-33.623649232783634,-70.73724380046828,-33.60680299814504,2026-03-07T03:24:00-03:00,2026-03-07T04:53:00-03:00,88b2c545adfffff,88b2c545e1fffff,scooter,education,weekend,afternoon,female,1.023,Quilicura,Pudahuel,H00415,P00186,1,trabajo,89.0,900.0
m00705,u0338,t00705,0,-70.63825595846967,-33.611128207589225,-70.6633887578852,-33.607024984069724,2026-03-05T07:40:00-03:00,2026-03-05T08:39:00-03:00,88b2c5449dfffff,88b2c544e3fffff,metro,transfer,weekday,morning,female,1.389,Santiago,Recoleta,H00466,P00537,2,compra,59.0,900.0
m00706,u0004,t00706,0,-70.6635824746666,-33.38633290758242,-70.67471713227864,-33.39978160079175,2026-03-05T21:06:00-03:00,2026-03-05T21:22:00-03:00,88b2c5562bfffff,88b2c55627fffff,other,home,holiday,evening,unknown,4.118,Quilicura,Providencia,H00296,P00270,3,compra,16.0,0.0
m00707,u0343,t00707,0,-70.67002976674434,-33.44516252415061,-70.65237541904314,-33.476667687741035,2026-03-04T20:18:00-03:00,2026-03-04T21:46:00-03:00,88b2c5543bfffff,88b2c554abfffff,metro,other,weekend,morning,male,1.558,La Florida,Las Condes,H00207,P00443,1,estudio,88.0,760.0
