movement_id,user_id,trip_id,movement_seq,origin_longitude,origin_latitude,destination_longitude,destination_latitude,origin_time_utc,destination_time_utc,origin_h3_index,destination_h3_index,mode,purpose,user_gender,origin_municipality,destination_municipality,trip_weight,timezone_offset_min,origin_stop_id,household_vehicle_count
m00199,u0086,t00199,0,-70.74394703688031,-33.570490931116744,-70.68913715533981,-33.59073298183485,2026-03-04T18:59:00Z,2026-03-04T19:13:00Z,88b2c54555fffff,88b2c54431fffff,ride_hailing,transfer,other,Ñuñoa,La Florida,2.312,-180,STOP_1590,1
m00200,u0145,t00200,0,-70.49120883936952,-33.44994190118171,-70.41598054226736,-33.47470448284987,2026-03-04T16:04:00Z,2026-03-04T17:52:00Z,88b2c50a1dfffff,88b2c501a9fffff,train,education,unknown,Maipú,Maipú,1.821,-180,STOP_3916,3
m00201,u0120,t00201,0,-70.70036098301345,-33.46130193016773,-70.6875764666541,-33.50671480052558,2026-03-07T13:51:00Z,2026-03-07T14:46:00Z,88b2c555c1fffff,88b2c5466dfffff,car,work,other,Pudahuel,Quilicura,3.401,-180,STOP_0693,2
m00202,u0141,t00202,0,-70.70789147054268,-33.33536366830897,-70.64979702599325,-33.33588701533196,2026-03-07T20:29:00Z,2026-03-07T21:34:00Z,88b2c5cde3fffff,88b2c5ccadfffff,train,transfer,unknown,Vitacura,Puente Alto,3.043,-180,STOP_3732,3
m00203,u0029,t00203,0,-70.58121614092269,-33.350849346741164,-70.60833830037917,-33.331627550612176,2026-03-05T01:32:00Z,2026-03-05T03:16:00Z,88b2c51941fffff,88b2c5cc9dfffff,metro,other,female,Providencia,La Florida,3.408,-180,STOP_0503,1
m00204,u0067,t00204,0,-70.54327924764087,-33.58288246508371,-70.58339615068552,-33.58100795104199,2026-03-06T02:04:00Z,2026-03-06T02:15:00Z,88b2c57267fffff,88b2c57347fffff,walk,errand,unknown,Vitacura,Pudahuel,1.661,-180,STOP_4605,0
m00205,u0028,t00205,0,-70.5126921909149,-33.389135847548175,-70.53445052231481,-33.38951337891937,2026-03-01T19:49:00Z,2026-03-01T20:29:00Z,88b2c519d9fffff,88b2c519c3fffff,train,transfer,male,Providencia,Independencia,4.438,-180,STOP_3447,0
m00206,u0100,t00206,0,-70.80086645049688,-33.34347491946255,-70.81041714490782,-33.367202446782905,2026-03-03T10:53:00Z,2026-03-03T11:51:00Z,88b2c5505dfffff,88b2c5501dfffff,other,leisure,unknown,Providencia,Providencia,0.848,-180,STOP_2818,3
m00207,u0115,t00207,0,-70.73460669718803,-33.32856608603284,-70.69580353141781,-33.34663897675048,2026-03-03T02:53:00Z,2026-03-03T03:37:00Z,88b2c5cd37fffff,88b2c5cd87fffff,bicycle,transfer,unknown,La Florida,Puente Alto,3.885,-180,STOP_3263,2
m00208,u0027,t00208,0,-70.6030085847253,-33.4784128331532,-70.61633548531081,-33.50234449217758,2026-03-07T19:43:00Z,2026-03-07T21:42:00Z,88b2c5549bfffff,88b2c50963fffff,motorcycle,home,other,Ñuñoa,Santiago,2.073,-180,STOP_3785,0
m00209,u0102,t00209,0,-70.65685081628692,-33.454313179905974,-70.6087151355349,-33.361376009170534,2026-03-03T09:07:00Z,2026-03-03T10:12:00Z,88b2c554e9fffff,88b2c51961fffff,train,errand,female,Ñuñoa,Vitacura,4.168,-180,STOP_3241,1
m00210,u0143,t00210,0,-70.6712668194777,-33.37756818577712,-70.63719014872856,-33.35005564193108,2026-03-07T19:10:00Z,2026-03-07T20:23:00Z,88b2c55667fffff,88b2c5ccb5fffff,metro,other,other,Las Condes,La Florida,2.992,-180,STOP_1065,2
m00211,u0071,t00211,0,-70.52382573023701,-33.4557348525661,-70.56020436905455,-33.43468287009331,2026-03-01T14:33:00Z,2026-03-01T14:41:00Z,88b2c50a21fffff,88b2c50b4bfffff,metro,errand,male,Quilicura,Vitacura,2.569,-180,STOP_1494,3
m00212,u0033,t00212,0,-70.70493725325598,-33.37287847378363,-70.69699508036938,-33.41677777665734,2026-03-02T12:38:00Z,2026-03-02T13:50:00Z,88b2c55743fffff,88b2c55461fffff,metro,leisure,other,San Miguel,Puente Alto,3.036,-180,STOP_1715,1
m00213,u0135,t00213,0,-70.5623665966786,-33.386474850304545,-70.58785974398077,-33.36890270673301,2026-03-08T01:54:00Z,2026-03-08T03:17:00Z,88b2c51917fffff,88b2c51901fffff,scooter,errand,female,Pudahuel,Las Condes,4.028,-180,STOP_3865,2
m00214,u0020,t00214,0,-70.68020666170197,-33.528729109833534,-70.73656113469838,-33.48632744123339,2026-03-04T05:57:00Z,2026-03-04T07:41:00Z,88b2c5462bfffff,88b2c542d3fffff,scooter,transfer,unknown,La Florida,La Florida,2.336,-180,STOP_4845,0
m00215,u0144,t00215,0,-70.62759412545311,-33.39778513846354,-70.6019900389145,-33.364013262352785,2026-03-03T20:38:00Z,2026-03-03T22:18:00Z,88b2c556e9fffff,88b2c51963fffff,bicycle,other,female,Recoleta,Quilicura,2.516,-180,STOP_0446,1
m00216,u0041,t00216,0,-70.57830412010698,-33.48865838560348,-70.5503809877361,-33.501969661753265,2026-03-05T06:13:00Z,2026-03-05T07:26:00Z,88b2c5095dfffff,88b2c50829fffff,ride_hailing,other,unknown,La Florida,La Florida,1.329,-180,STOP_2353,3
m00217,u0085,t00217,0,-70.66511709811645,-33.58188672056537,-70.68555439850195,-33.575571802608486,2026-03-03T12:58:00Z,2026-03-03T14:44:00Z,88b2c54413fffff,88b2c54403fffff,walk,leisure,unknown,Puente Alto,La Florida,3.588,-180,STOP_4065,1
m00218,u0085,t00218,0,-70.66546745887334,-33.45012761873234,-70.7257396088397,-33.51038653731186,2026-03-07T13:47:00Z,2026-03-07T15:12:00Z,88b2c5543bfffff,88b2c54741fffff,car,transfer,male,Santiago,Recoleta,0.746,-180,STOP_2423,1
m00219,u0081,t00219,0,-70.54497033795548,-33.468703158075606,-70.5638216143765,-33.473405387153704,2026-03-04T13:36:00Z,2026-03-04T15:20:00Z,88b2c50b13fffff,88b2c50b3bfffff,motorcycle,education,male,Independencia,Puente Alto,3.893,-180,STOP_1155,1
m00220,u0015,t00220,0,-70.653158682093,-33.45940938409579,-70.7147720724301,-33.42288639377181,2026-03-07T06:21:00Z,2026-03-07T07:13:00Z,88b2c554e1fffff,88b2c55559fffff,taxi,work,female,Las Condes,La Florida,0.848,-180,STOP_0797,1
m00221,u0023,t00221,0,-70.65432193884124,-33.572714180976774,-70.64679168226647,-33.5802757914544,2026-03-03T07:06:00Z,2026-03-03T08:06:00Z,88b2c546a5fffff,88b2c544c9fffff,ride_hailing,leisure,female,Independencia,La Florida,3.356,-180,STOP_1589,2
m00222,u0124,t00222,0,-70.65606359384454,-33.510573587042046,-70.68848107059041,-33.541233442740165,2026-03-04T17:01:00Z,2026-03-04T17:25:00Z,88b2c54609fffff,88b2c54449fffff,taxi,shopping,other,Quilicura,Quilicura,1.037,-180,STOP_0206,0
m00223,u0124,t00223,0,-70.52925208549945,-33.42898459956503,-70.54696364616588,-33.411791102910676,2026-03-01T21:58:00Z,2026-03-01T23:35:00Z,88b2c50a6dfffff,88b2c51987fffff,bicycle,education,male,Puente Alto,Maipú,1.572,-180,STOP_4348,0
m00224,u0000,t00224,0,-70.62793756919878,-33.515763232881,-70.7026692939282,-33.50695672807101,2026-03-03T07:01:00Z,2026-03-03T07:48:00Z,88b2c50925fffff,88b2c555b3fffff,ride_hailing,home,male,La Florida,Estación Central,4.602,-180,STOP_1388,1
m00225,u0118,t00225,0,-70.53806637637155,-33.47242683562051,-70.5831666168195,-33.46064787836376,2026-03-07T17:23:00Z,2026-03-07T19:03:00Z,88b2c5084dfffff,88b2c50b05fffff,train,work,other,Vitacura,Maipú,4.681,-180,STOP_3929,2
m00226,u0099,t00226,0,-70.55620119633942,-33.29679478366231,-70.48989030075352,-33.2715189963903,2026-03-03T11:42:00Z,2026-03-03T13:39:00Z,88b2c51b41fffff,88b2c5c4a7fffff,metro,other,other,Ñuñoa,Ñuñoa,4.121,-180,STOP_3880,2
m00227,u0100,t00227,0,-70.7916484293729,-33.40797025016417,-70.74328425049696,-33.46066816867751,2026-03-06T06:49:00Z,2026-03-06T08:22:00Z,88b2c550abfffff,88b2c55531fffff,other,health,male,Quilicura,San Miguel,4.181,-180,STOP_4177,3
m00228,u0108,t00228,0,-70.6901774627232,-33.474083120507494,-70.64783446053438,-33.49658203563412,2026-03-01T14:06:00Z,2026-03-01T16:00:00Z,88b2c555d5fffff,88b2c5464bfffff,train,errand,other,Santiago,Ñuñoa,4.933,-180,STOP_1922,0
m00229,u0056,t00229,0,-70.71081358219485,-33.48837476003793,-70.68529134975736,-33.47248436876092,2026-03-07T05:08:00Z,2026-03-07T05:47:00Z,88b2c55587fffff,88b2c555d5fffff,bus,health,other,Pudahuel,Independencia,2.91,-180,STOP_4037,0
m00230,u0147,t00230,0,-70.59526450205813,-33.442464030696826,-70.5838889063423,-33.46611199300619,2026-03-04T06:43:00Z,2026-03-04T08:12:00Z,88b2c50b6dfffff,88b2c50b2bfffff,taxi,errand,female,La Florida,La Florida,3.415,-180,STOP_4714,1
m00231,u0042,t00231,0,-70.62814051075635,-33.42868264514011,-70.6540543186016,-33.465528296246454,2026-03-06T03:56:00Z,2026-03-06T04:58:00Z,88b2c556a1fffff,88b2c554e3fffff,other,education,female,Providencia,Recoleta,2.943,-180,STOP_1507,2
m00232,u0148,t00232,0,-70.50427960634846,-33.45625087108854,-70.54503737064417,-33.45430914996727,2026-03-08T05:26:00Z,2026-03-08T05:35:00Z,88b2c50a39fffff,88b2c50b53fffff,car,health,male,Quilicura,Ñuñoa,3.665,-180,STOP_0766,0
m00233,u0105,t00233,0,-70.51075148004071,-33.438049713502124,-70.5088183428935,-33.483818653029644,2026-03-04T17:46:00Z,2026-03-04T18:15:00Z,88b2c50a0dfffff,88b2c50851fffff,bicycle,health,unknown,Santiago,Estación Central,2.165,-180,STOP_4819,0
m00234,u0041,t00234,0,-70.79117313945636,-33.497701576711094,-70.7496396271733,-33.48431862398237,2026-03-04T15:33:00Z,2026-03-04T16:00:00Z,88b2c542a1fffff,88b2c542d7fffff,bicycle,leisure,male,La Florida,La Florida,1.076,-180,STOP_0582,2
m00235,u0018,t00235,0,-70.56758406224796,-33.53688049087909,-70.54370225301179,-33.52544415276841,2026-03-01T18:37:00Z,2026-03-01T20:36:00Z,88b2c509ebfffff,88b2c509cbfffff,bicycle,shopping,male,Independencia,La Florida,4.889,-180,STOP_0781,3
m00236,u0030,t00236,0,-70.66667021237863,-33.43769520519494,-70.64962763139211,-33.455902307009076,2026-03-05T15:27:00Z,2026-03-05T15:38:00Z,88b2c55415fffff,88b2c554ebfffff,motorcycle,errand,other,San Miguel,Maipú,2.728,-180,STOP_3456,2
m00237,u0010,t00237,0,-70.79426597392569,-33.597004623321126,-70.83095177136973,-33.626866157110605,2026-03-07T00:17:00Z,2026-03-07T01:44:00Z,88b2c54e1bfffff,88b2c54c5dfffff,walk,transfer,female,Santiago,La Florida,4.789,-180,STOP_1592,3
m00238,u0024,t00238,0,-70.74992703141572,-33.36082468809599,-70.75188624191834,-33.34184213800174,2026-03-05T07:09:00Z,2026-03-05T07:19:00Z,88b2c552b9fffff,88b2c55289fffff,motorcycle,errand,unknown,San Miguel,Santiago,4.111,-180,STOP_1315,2
m00239,u0042,t00239,0,-70.81995197244758,-33.41974296447887,-70.82184263929734,-33.483747614014526,2026-03-06T21:03:00Z,2026-03-06T22:33:00Z,88b2c5519bfffff,88b2c5405dfffff,taxi,leisure,male,Vitacura,Quilicura,2.432,-180,STOP_4207,0
m00240,u0096,t00240,0,-70.52921287539772,-33.41231588250532,-70.53277771443825,-33.40342493335116,2026-03-06T08:09:00Z,2026-03-06T09:41:00Z,88b2c5199dfffff,88b2c5198bfffff,bus,transfer,female,Ñuñoa,Pudahuel,3.623,-180,STOP_2903,0
m00241,u0135,t00241,0,-70.52067559496709,-33.375578552904514,-70.51131551906798,-33.40478202562866,2026-03-04T19:45:00Z,2026-03-04T20:18:00Z,88b2c51831fffff,88b2c518a5fffff,ride_hailing,leisure,female,Ñuñoa,La Florida,2.408,-180,STOP_0142,3
m00242,u0130,t00242,0,-70.7727038871562,-33.382959009612215,-70.73800989658021,-33.402403095592014,2026-03-02T20:18:00Z,2026-03-02T21:17:00Z,88b2c550cbfffff,88b2c55721fffff,train,errand,female,Puente Alto,Estación Central,4.306,-180,STOP_1268,0
m00243,u0051,t00243,0,-70.48935624647847,-33.50173034404763,-70.43566313411809,-33.5237114489398,2026-03-03T05:04:00Z,2026-03-03T06:36:00Z,88b2c50aa7fffff,88b2c50f05fffff,car,transfer,female,Pudahuel,Pudahuel,2.03,-180,STOP_2193,1
m00244,u0033,t00244,0,-70.47106617130865,-33.49563743018374,-70.43673006515934,-33.48272766005729,2026-03-01T07:57:00Z,2026-03-01T09:19:00Z,88b2c50a87fffff,88b2c50ad3fffff,bus,home,female,Independencia,Quilicura,2.941,-180,STOP_2315,1
m00245,u0113,t00245,0,-70.6642199276178,-33.331895944022804,-70.65906891019425,-33.35836364661344,2026-03-04T19:00:00Z,2026-03-04T19:49:00Z,88b2c5cdd1fffff,88b2c55645fffff,train,health,other,Providencia,Las Condes,0.877,-180,STOP_2523,1
m00246,u0148,t00246,0,-70.6755434360312,-33.42160646340289,-70.70301917094059,-33.40700853994431,2026-03-05T10:04:00Z,2026-03-05T11:52:00Z,88b2c55409fffff,88b2c55717fffff,scooter,other,unknown,Quilicura,Las Condes,0.604,-180,STOP_3591,0
m00247,u0087,t00247,0,-70.62912000337892,-33.54845770090614,-70.64641447008174,-33.5352656482342,2026-03-07T10:17:00Z,2026-03-07T11:52:00Z,88b2c5468dfffff,88b2c54617fffff,other,home,unknown,Puente Alto,Estación Central,1.443,-180,STOP_0655,0
m00248,u0018,t00248,0,-70.60053953846588,-33.36480394214828,-70.6624015630034,-33.36926330894319,2026-03-02T10:59:00Z,2026-03-02T12:40:00Z,88b2c51963fffff,88b2c5566bfffff,metro,health,female,San Miguel,Recoleta,1.625,-180,STOP_2394,2
m00249,u0099,t00249,0,-70.57237449685518,-33.39751332435554,-70.63885864815133,-33.39696643388334,2026-03-06T16:29:00Z,2026-03-06T18:23:00Z,88b2c519e5fffff,88b2c5563bfffff,train,transfer,male,Puente Alto,Independencia,4.282,-180,STOP_0384,1
m00250,u0007,t00250,0,-70.68636879904288,-33.41805526663586,-70.70098096197009,-33.45733433153447,2026-03-05T21:00:00Z,2026-03-05T22:48:00Z,88b2c5546bfffff,88b2c555c1fffff,taxi,work,female,Pudahuel,Maipú,4.275,-180,STOP_1542,1
m00251,u0033,t00251,0,-70.47924515803436,-33.38754828887801,-70.42821218300205,-33.406017225888995,2026-03-04T14:28:00Z,2026-03-04T16:05:00Z,88b2c5188dfffff,88b2c50149fffff,metro,work,other,Providencia,La Florida,2.939,-180,STOP_4847,0
m00252,u0136,t00252,0,-70.6270665779886,-33.52681826683572,-70.58937493826694,-33.528349652685144,2026-03-01T07:28:00Z,2026-03-01T08:10:00Z,88b2c50927fffff,88b2c5093bfffff,scooter,shopping,other,Puente Alto,Puente Alto,3.143,-180,STOP_3313,3
m00253,u0007,t00253,0,-70.48501852124734,-33.35343687157824,-70.47694590767449,-33.35605346784284,2026-03-07T20:28:00Z,2026-03-07T21:10:00Z,88b2c51853fffff,88b2c51aa1fffff,walk,errand,female,Puente Alto,Vitacura,4.953,-180,STOP_3610,2
m00254,u0062,t00254,0,-70.69121061505446,-33.38132055446871,-70.65499246167919,-33.405326263691265,2026-03-05T07:00:00Z,2026-03-05T08:05:00Z,88b2c55751fffff,88b2c55637fffff,car,leisure,other,Las Condes,Maipú,3.765,-180,STOP_2815,2
m00255,u0082,t00255,0,-70.85643797964248,-33.39706424377455,-70.85563693136237,-33.439086322397934,2026-03-03T00:19:00Z,2026-03-03T00:39:00Z,88b2c551c5fffff,88b2c551b7fffff,motorcycle,health,female,Recoleta,Maipú,2.695,-180,STOP_2728,2
m00256,u0002,t00256,0,-70.65252317622272,-33.538618160462526,-70.63379596272851,-33.535905347625004,2026-03-07T19:06:00Z,2026-03-07T20:24:00Z,88b2c5463bfffff,88b2c54613fffff,bicycle,education,female,Providencia,Providencia,2.822,-180,STOP_4023,1
m00257,u0046,t00257,0,-70.58136924910573,-33.46971452273682,-70.54873432981819,-33.4530913436164,2026-03-06T15:53:00Z,2026-03-06T17:45:00Z,88b2c50b3dfffff,88b2c50b57fffff,motorcycle,transfer,female,Vitacura,Estación Central,2.669,-180,STOP_4572,3
m00258,u0027,t00258,0,-70.63569477011575,-33.50338656727268,-70.65744510606126,-33.5074150059768,2026-03-07T23:53:00Z,2026-03-07T23:58:00Z,88b2c54659fffff,88b2c54643fffff,other,work,unknown,Maipú,Santiago,2.304,-180,STOP_1838,2
m00259,u0012,t00259,0,-70.58720958352492,-33.4034557694899,-70.63739587543435,-33.40365882666678,2026-03-04T04:31:00Z,2026-03-04T04:54:00Z,88b2c556d9fffff,88b2c556edfffff,taxi,leisure,female,Vitacura,Las Condes,2.126,-180,STOP_3183,2
m00260,u0093,t00260,0,-70.69135052833698,-33.47507566716178,-70.71035223785996,-33.4743049377081,2026-03-06T23:20:00Z,2026-03-07T00:47:00Z,88b2c5558bfffff,88b2c5558dfffff,car,education,male,San Miguel,Las Condes,2.986,-180,STOP_1454,3
m00261,u0149,t00261,0,-70.64553529473085,-33.436272560802934,-70.6825831104774,-33.430879175000705,2026-03-05T09:15:00Z,2026-03-05T10:18:00Z,88b2c5541bfffff,88b2c55405fffff,other,transfer,unknown,Recoleta,Quilicura,3.977,-180,STOP_3129,2
m00262,u0077,t00262,0,-70.60812961950175,-33.42208951825635,-70.62233053704242,-33.409131958468066,2026-03-07T22:27:00Z,2026-03-08T00:01:00Z,88b2c55683fffff,88b2c556ebfffff,bicycle,transfer,unknown,Ñuñoa,Maipú,1.536,-180,STOP_2458,3
m00263,u0081,t00263,0,-70.51698469811035,-33.45987432870836,-70.45466446608378,-33.4156048349962,2026-03-01T11:03:00Z,2026-03-01T12:59:00Z,88b2c50a23fffff,88b2c50169fffff,train,other,female,Vitacura,San Miguel,0.864,-180,STOP_0795,0
m00264,u0008,t00264,0,-70.69313525599277,-33.478778531746535,-70.63239316784664,-33.49632573242989,2026-03-07T23:57:00Z,2026-03-08T01:30:00Z,88b2c5558bfffff,88b2c554b3fffff,ride_hailing,education,male,San Miguel,Estación Central,4.589,-180,STOP_1705,3
m00265,u0129,t00265,0,-70.60123177347737,-33.466239546463925,-70.62810728710781,-33.51663870447319,2026-03-02T05:37:00Z,2026-03-02T07:09:00Z,88b2c50b25fffff,88b2c50925fffff,ride_hailing,other,male,Independencia,Estación Central,1.364,-180,STOP_0866,2
m00266,u0007,t00266,0,-70.66008475703111,-33.47706394777353,-70.71082719352653,-33.4294247372325,2026-03-05T07:42:00Z,2026-03-05T08:59:00Z,88b2c554a1fffff,88b2c5555bfffff,train,leisure,female,La Florida,Las Condes,2.763,-180,STOP_0001,2
m00267,u0065,t00267,0,-70.83952552330948,-33.26792681206718,-70.83542534577829,-33.21578999683911,2026-03-03T01:00:00Z,2026-03-03T01:34:00Z,88b2c5c98dfffff,88b2c5c865fffff,bicycle,transfer,male,Puente Alto,Estación Central,3.797,-180,STOP_3853,1
m00268,u0074,t00268,0,-70.7288394244612,-33.48701250578085,-70.72160849554096,-33.52802010162548,2026-03-07T22:56:00Z,2026-03-08T00:34:00Z,88b2c555adfffff,88b2c5470bfffff,motorcycle,transfer,female,Estación Central,La Florida,1.981,-180,STOP_3173,3
m00269,u0127,t00269,0,-70.49916230408161,-33.44774574915507,-70.54332180167138,-33.389911684425876,2026-03-07T08:49:00Z,2026-03-07T09:28:00Z,88b2c50a03fffff,88b2c519c1fffff,walk,home,other,Quilicura,Ñuñoa,4.732,-180,STOP_3579,2
m00270,u0008,t00270,0,-70.67428367945396,-33.51444471066407,-70.72251711955346,-33.52185407052836,2026-03-05T06:35:00Z,2026-03-05T07:56:00Z,88b2c54663fffff,88b2c54709fffff,bicycle,transfer,male,Recoleta,Santiago,2.501,-180,STOP_2948,1
m00271,u0021,t00271,0,-70.63361304745338,-33.512617226840874,-70.64439114267587,-33.52116655400119,2026-03-03T13:32:00Z,2026-03-03T14:34:00Z,88b2c54653fffff,88b2c5461dfffff,motorcycle,leisure,male,Independencia,Providencia,1.005,-180,STOP_3764,0
m00272,u0022,t00272,0,-70.62710887288902,-33.37296286225922,-70.59320736878489,-33.33526109876339,2026-03-04T13:17:00Z,2026-03-04T15:07:00Z,88b2c55657fffff,88b2c5cc9bfffff,train,errand,unknown,Santiago,La Florida,1.166,-180,STOP_1509,3
m00273,u0081,t00273,0,-70.65413724690058,-33.46009771454386,-70.65202736588486,-33.43712183063452,2026-03-06T14:09:00Z,2026-03-06T15:41:00Z,88b2c554e1fffff,88b2c55411fffff,metro,shopping,male,Recoleta,Vitacura,0.919,-180,STOP_4142,1
m00274,u0079,t00274,0,-70.68049125916252,-33.62350850079494,-70.68669474481379,-33.59035197675184,2026-03-01T16:12:00Z,2026-03-01T17:54:00Z,88b2c544a7fffff,88b2c54433fffff,bus,shopping,female,Quilicura,Puente Alto,3.559,-180,STOP_2054,0
m00275,u0031,t00275,0,-70.93423758467631,-33.42963993171489,-70.93867588870923,-33.37885627195241,2026-03-05T15:04:00Z,2026-03-05T16:54:00Z,88b2c55aa9fffff,88b2c55a57fffff,bicycle,education,other,Quilicura,Independencia,0.635,-180,STOP_1852,3
m00276,u0095,t00276,0,-70.58036095874613,-33.34913524781647,-70.57146923051533,-33.34187263288208,2026-03-04T11:42:00Z,2026-03-04T13:28:00Z,88b2c51941fffff,88b2c51b35fffff,scooter,errand,unknown,Las Condes,La Florida,0.53,-180,STOP_4263,1
m00277,u0141,t00277,0,-70.96223060666456,-33.48938464344441,-70.93822300042481,-33.477008627714085,2026-03-06T00:26:00Z,2026-03-06T00:32:00Z,88b2c558a3fffff,88b2c55883fffff,motorcycle,work,male,Providencia,La Florida,0.977,-180,STOP_1921,1
m00278,u0052,t00278,0,-70.75235823080773,-33.480673796839504,-70.69314835714938,-33.4244997153983,2026-03-07T13:31:00Z,2026-03-07T15:09:00Z,88b2c542d5fffff,88b2c55463fffff,motorcycle,shopping,other,Maipú,Vitacura,2.303,-180,STOP_4304,1
m00279,u0098,t00279,0,-70.7763222833555,-33.35625779275894,-70.74829027983105,-33.37455526210987,2026-03-07T07:04:00Z,2026-03-07T08:13:00Z,88b2c552a9fffff,88b2c552b3fffff,metro,other,unknown,Pudahuel,Puente Alto,3.698,-180,STOP_0543,1
m00280,u0060,t00280,0,-70.7336695205195,-33.479274200423895,-70.74862103729784,-33.460507205352386,2026-03-02T12:23:00Z,2026-03-02T12:35:00Z,88b2c542dbfffff,88b2c55531fffff,taxi,home,male,La Florida,Ñuñoa,4.984,-180,STOP_1956,2
m00281,u0146,t00281,0,-70.7185645667051,-33.53183422817167,-70.66255254443041,-33.47818223281143,2026-03-06T23:12:00Z,2026-03-07T00:49:00Z,88b2c5470bfffff,88b2c554a1fffff,motorcycle,home,unknown,Santiago,Santiago,3.571,-180,STOP_0628,1
m00282,u0026,t00282,0,-70.56668189749159,-33.53168196785805,-70.56414667768131,-33.503020145344166,2026-03-06T16:31:00Z,2026-03-06T16:39:00Z,88b2c509c5fffff,88b2c50953fffff,metro,errand,female,Estación Central,Santiago,1.809,-180,STOP_4439,1
m00283,u0081,t00283,0,-70.6452746467194,-33.51348068663307,-70.61876177548667,-33.47240576945263,2026-03-01T15:26:00Z,2026-03-01T17:05:00Z,88b2c54657fffff,88b2c5549dfffff,bus,transfer,unknown,Estación Central,Vitacura,3.457,-180,STOP_2226,1
m00284,u0068,t00284,0,-70.67672286726462,-33.34580761145584,-70.61478075346857,-33.33710381115939,2026-03-03T16:37:00Z,2026-03-03T18:19:00Z,88b2c5cd9dfffff,88b2c5cc83fffff,walk,work,unknown,Estación Central,La Florida,0.982,-180,STOP_3491,0
m00285,u0094,t00285,0,-70.54975480379318,-33.30226912445968,-70.54977023546358,-33.339859529537875,2026-03-03T08:45:00Z,2026-03-03T08:59:00Z,88b2c51b43fffff,88b2c51b3bfffff,metro,health,female,Ñuñoa,San Miguel,4.867,-180,STOP_2059,0
m00286,u0017,t00286,0,-70.6896386250068,-33.438804458770456,-70.70963707373889,-33.46284684823049,2026-03-02T13:13:00Z,2026-03-02T14:16:00Z,88b2c5542bfffff,88b2c555c5fffff,other,transfer,male,Santiago,Santiago,0.746,-180,STOP_4989,1
m00287,u0003,t00287,0,-70.70433037180162,-33.406814261603,-70.68828084794906,-33.45611239532125,2026-03-04T10:45:00Z,2026-03-04T11:00:00Z,88b2c5573bfffff,88b2c555cbfffff,ride_hailing,shopping,unknown,Pudahuel,La Florida,4.891,-180,STOP_4040,1
m00288,u0110,t00288,0,-70.57693476537844,-33.41586293791003,-70.60406420383829,-33.374836502388376,2026-03-08T00:37:00Z,2026-03-08T02:24:00Z,88b2c519a5fffff,88b2c51929fffff,bicycle,leisure,other,La Florida,Providencia,4.632,-180,STOP_1431,1
m00289,u0022,t00289,0,-70.89086594619664,-33.4041843226132,-70.88035811090683,-33.38821970778284,2026-03-05T21:17:00Z,2026-03-05T23:02:00Z,88b2c55ad9fffff,88b2c5513bfffff,train,other,female,Vitacura,Independencia,1.151,-180,STOP_2887,0
m00290,u0069,t00290,0,-70.67382659371793,-33.476718426826515,-70.7603335225407,-33.5282912170988,2026-03-03T03:16:00Z,2026-03-03T04:25:00Z,88b2c555d3fffff,88b2c540dbfffff,bicycle,other,male,Las Condes,La Florida,2.659,-180,STOP_1765,0
m00291,u0126,t00291,0,-70.7917191660531,-33.43334535083889,-70.82785300492492,-33.458235179399786,2026-03-07T06:50:00Z,2026-03-07T07:47:00Z,88b2c5425dfffff,88b2c54229fffff,motorcycle,education,unknown,Quilicura,Quilicura,4.748,-180,STOP_1359,2
m00292,u0025,t00292,0,-70.67995350134933,-33.359015184848445,-70.69456262870553,-33.36297250569781,2026-03-06T21:27:00Z,2026-03-06T23:26:00Z,88b2c5cdbbfffff,88b2c5cdb1fffff,motorcycle,errand,other,Vitacura,Puente Alto,1.006,-180,STOP_3787,0
m00293,u0138,t00293,0,-70.58177508301553,-33.545776446464586,-70.57608627046731,-33.575733427029064,2026-03-06T20:01:00Z,2026-03-06T20:07:00Z,88b2c509e7fffff,88b2c5734bfffff,car,health,male,Las Condes,Estación Central,1.052,-180,STOP_3736,1
m00294,u0121,t00294,0,-70.52927600327163,-33.376708588329315,-70.48979453150746,-33.39031975122432,2026-03-03T09:08:00Z,2026-03-03T09:31:00Z,88b2c51835fffff,88b2c518e3fffff,motorcycle,shopping,female,Las Condes,Santiago,3.179,-180,STOP_0381,0
m00295,u0066,t00295,0,-70.67126473545086,-33.49077365398801,-70.7710353592048,-33.50601279158905,2026-03-01T14:56:00Z,2026-03-01T16:23:00Z,88b2c5559bfffff,88b2c542b9fffff,train,home,unknown,Maipú,Pudahuel,4.818,-180,STOP_4415,0
m00296,u0095,t00296,0,-70.83040747697116,-33.312579592112016,-70.80239250069039,-33.357446106744575,2026-03-02T06:18:00Z,2026-03-02T07:31:00Z,88b2c5535bfffff,88b2c55057fffff,taxi,work,other,La Florida,La Florida,3.74,-180,STOP_2714,2
m00297,u0043,t00297,0,-70.70641241801368,-33.396224930947625,-70.69842834635072,-33.356776831336106,2026-03-04T17:15:00Z,2026-03-04T18:19:00Z,88b2c55703fffff,88b2c5cdbdfffff,taxi,work,unknown,Estación Central,Estación Central,0.997,-180,STOP_1465,3
