movement_id,user_id,trip_id,movement_seq,origin_longitude,origin_latitude,destination_longitude,destination_latitude,origin_time_utc,destination_time_utc,origin_h3_index,destination_h3_index
m00602,u0443,t00602,0,-70.66867047008421,-33.416602243300645,-70.66740784339261,-33.456728554099435,2026-03-03T14:58:00Z,2026-03-03T15:16:00Z,88b2c55443fffff,88b2c554e5fffff
m00603,u0080,t00603,0,-70.68737039958177,-33.555639118732564,-70.70130577362426,-33.53628861805311,2026-03-06T08:07:00Z,2026-03-06T09:35:00Z,88b2c54447fffff,88b2c5471bfffff
m00604,u0495,t00604,0,-70.58096594182153,-33.38162514158916,-70.53187429595584,-33.319988788750535,2026-03-07T09:39:00Z,2026-03-07T10:57:00Z,88b2c51939fffff,88b2c51b19fffff
m00605,u0321,t00605,0,-70.81328648783527,-33.51401693572815,-70.84729478284083,-33.51166343180481,2026-03-06T04:29:00Z,2026-03-06T06:24:00Z,88b2c54011fffff,88b2c5402bfffff
m00606,u0193,t00606,0,-70.71170142249544,-33.39937136683142,-70.69917479820214,-33.401221326407615,2026-03-06T15:43:00Z,2026-03-06T16:00:00Z,88b2c55703fffff,88b2c55711fffff
m00607,u0308,t00607,0,-70.59159620868826,-33.45085109412946,-70.58887740984171,-33.44158102344689,2026-03-07T01:29:00Z,2026-03-07T01:58:00Z,88b2c50b61fffff,88b2c50b69fffff
m00608,u0580,t00608,0,-70.72140847753444,-33.56011099992624,-70.78367711561988,-33.49914088918493,2026-03-03T19:42:00Z,2026-03-03T20:39:00Z,88b2c54465fffff,88b2c542abfffff
m00609,u0514,t00609,0,-70.820880670927,-33.4752958163665,-70.87364187827373,-33.506005249217495,2026-03-01T16:30:00Z,2026-03-01T17:49:00Z,88b2c54235fffff,88b2c54153fffff
m00610,u0500,t00610,0,-70.59314446567433,-33.4207709006349,-70.59266802502438,-33.414674692633085,2026-03-03T14:42:00Z,2026-03-03T15:01:00Z,88b2c5569dfffff,88b2c556d7fffff
m00611,u0277,t00611,0,-70.54769053695584,-33.400962769562035,-70.46844253700836,-33.424952492230965,2026-03-06T12:49:00Z,2026-03-06T13:18:00Z,88b2c5198dfffff,88b2c50165fffff
m00612,u0470,t00612,0,-70.6644995207643,-33.461279031795556,-70.64132872828834,-33.477689173420906,2026-03-06T23:02:00Z,2026-03-06T23:55:00Z,88b2c554e5fffff,88b2c55487fffff
m00613,u0231,t00613,0,-70.85608455984695,-33.32745768875192,-70.92510995285274,-33.32894539798838,2026-03-04T20:18:00Z,2026-03-04T20:25:00Z,88b2c55303fffff,88b2c42489fffff
m00614,u0411,t00614,0,-70.58940302533011,-33.36939913832108,-70.71382254793488,-33.32897944107267,2026-03-06T16:48:00Z,2026-03-06T17:38:00Z,88b2c51905fffff,88b2c5cde1fffff
m00615,u0383,t00615,0,-70.82598878814197,-33.470532329311986,-70.79666664442179,-33.41650261129132,2026-03-01T18:32:00Z,2026-03-01T20:04:00Z,88b2c54223fffff,88b2c550a3fffff
m00616,u0149,t00616,0,-70.62912007231517,-33.38999025502905,-70.63296861163231,-33.376545990690246,2026-03-05T18:12:00Z,2026-03-05T19:17:00Z,88b2c55611fffff,88b2c55657fffff
m00617,u0159,t00617,0,-70.74874638247421,-33.295296521184945,-70.7030957436938,-33.30659436287565,2026-03-06T00:04:00Z,2026-03-06T00:58:00Z,88b2c5cd63fffff,88b2c5cd19fffff
m00618,u0036,t00618,0,-70.7759839285767,-33.29316123193736,-70.81121264540515,-33.21837906593821,2026-03-04T19:19:00Z,2026-03-04T20:20:00Z,88b2c5525dfffff,88b2c5c80dfffff
m00619,u0083,t00619,0,-70.70419100170797,-33.5482399904658,-70.69018250179363,-33.561066624905685,2026-03-06T06:22:00Z,2026-03-06T08:15:00Z,88b2c54713fffff,88b2c54409fffff
m00620,u0260,t00620,0,-70.67832975564272,-33.52412264889257,-70.64448281712161,-33.54125672632336,2026-03-04T16:33:00Z,2026-03-04T17:37:00Z,88b2c5462bfffff,88b2c546e9fffff
m00621,u0286,t00621,0,-70.72442082503864,-33.331206497061295,-70.74231937056689,-33.384454788398656,2026-03-04T21:58:00Z,2026-03-04T23:04:00Z,88b2c5cde5fffff,88b2c55767fffff
m00622,u0099,t00622,0,-70.60112967217849,-33.53466248406701,-70.61817309498772,-33.49277973698967,2026-03-05T11:27:00Z,2026-03-05T13:19:00Z,88b2c50937fffff,88b2c50969fffff
m00623,u0250,t00623,0,-70.70460693784588,-33.555803290663334,-70.70359642460194,-33.52675592289219,2026-03-06T19:21:00Z,2026-03-06T19:44:00Z,88b2c5446bfffff,88b2c54753fffff
m00624,u0362,t00624,0,-70.56198091283281,-33.48889553045593,-70.5402738589704,-33.416361364372435,2026-03-02T23:46:00Z,2026-03-03T00:02:00Z,88b2c50865fffff,88b2c519b9fffff
m00625,u0139,t00625,0,-70.63188268343565,-33.41638186324204,-70.63245604361613,-33.458067563808584,2026-03-03T08:26:00Z,2026-03-03T09:22:00Z,88b2c556e7fffff,88b2c55489fffff
m00626,u0202,t00626,0,-70.72975572065963,-33.45819173652889,-70.69079586714925,-33.414446612304516,2026-03-04T04:21:00Z,2026-03-04T05:02:00Z,88b2c55517fffff,88b2c55469fffff
m00627,u0220,t00627,0,-70.74659398838322,-33.50204508963245,-70.76507139595391,-33.49994102408147,2026-03-02T15:55:00Z,2026-03-02T16:23:00Z,88b2c54291fffff,88b2c542b9fffff
m00628,u0303,t00628,0,-70.82474962990474,-33.503936996937966,-70.87788543812327,-33.47975399043396,2026-03-03T14:08:00Z,2026-03-03T14:26:00Z,88b2c5401dfffff,88b2c54331fffff
m00629,u0219,t00629,0,-70.63092668221331,-33.50698696515302,-70.55184766748879,-33.55642027938615,2026-03-03T16:55:00Z,2026-03-03T18:40:00Z,88b2c5465bfffff,88b2c509b9fffff
m00630,u0442,t00630,0,-70.69545875472514,-33.52036077029272,-70.71964410418684,-33.47631831561276,2026-03-03T10:47:00Z,2026-03-03T12:02:00Z,88b2c5475bfffff,88b2c555e3fffff
m00631,u0196,t00631,0,-70.89721955280635,-33.26746936981792,-70.91995723615506,-33.24387386727796,2026-03-04T02:53:00Z,2026-03-04T04:17:00Z,88b2c426c3fffff,88b2c42657fffff
m00632,u0260,t00632,0,-70.71357148727694,-33.426199114305156,-70.71620362011983,-33.42736641534874,2026-03-04T18:48:00Z,2026-03-04T19:06:00Z,88b2c5555bfffff,88b2c55551fffff
m00633,u0227,t00633,0,-70.75010340292549,-33.37905927564763,-70.74741615853932,-33.3597058950178,2026-03-06T02:55:00Z,2026-03-06T03:39:00Z,88b2c552b3fffff,88b2c55295fffff
m00634,u0109,t00634,0,-70.50243224078294,-33.489126197449515,-70.51789958648247,-33.512091056480784,2026-03-03T08:53:00Z,2026-03-03T10:09:00Z,88b2c50853fffff,88b2c50817fffff
m00635,u0411,t00635,0,-70.83027786118933,-33.464876534174884,-70.83097521706729,-33.482259736742336,2026-03-07T04:02:00Z,2026-03-07T05:07:00Z,88b2c54221fffff,88b2c54041fffff
m00636,u0141,t00636,0,-70.8041350799734,-33.507084318509634,-70.80572556923053,-33.52098765691839,2026-03-04T14:32:00Z,2026-03-04T15:56:00Z,88b2c5401bfffff,88b2c540c5fffff
m00637,u0178,t00637,0,-70.54900303568942,-33.662136666793536,-70.54201026260858,-33.717718502644246,2026-03-06T07:06:00Z,2026-03-06T08:27:00Z,88b2c57037fffff,88b2c56263fffff
m00638,u0475,t00638,0,-70.5243236842536,-33.56024074214783,-70.61862318261309,-33.53438798732173,2026-03-02T01:17:00Z,2026-03-02T02:09:00Z,88b2c5724dfffff,88b2c546c1fffff
m00639,u0569,t00639,0,-70.73449829387256,-33.59484949439843,-70.65926324159224,-33.559101685972955,2026-03-02T11:13:00Z,2026-03-02T12:48:00Z,88b2c54517fffff,88b2c5445bfffff
m00640,u0402,t00640,0,-70.72320858228089,-33.629982702236134,-70.72910011482227,-33.65102302672905,2026-03-04T10:11:00Z,2026-03-04T10:45:00Z,88b2c545bdfffff,88b2c57b5dfffff
m00641,u0549,t00641,0,-70.59837646034467,-33.54562871794385,-70.57515155556679,-33.5351826274655,2026-03-03T19:31:00Z,2026-03-03T19:45:00Z,88b2c546d1fffff,88b2c509e1fffff
m00642,u0512,t00642,0,-70.89270997969453,-33.34400354564947,-70.94783403335589,-33.35196975988835,2026-03-04T17:20:00Z,2026-03-04T19:10:00Z,88b2c5514dfffff,88b2c424a3fffff
m00643,u0288,t00643,0,-70.84611936845056,-33.45355489341635,-70.86495937890052,-33.44370667455392,2026-03-02T08:36:00Z,2026-03-02T08:43:00Z,88b2c5435bfffff,88b2c5434bfffff
m00644,u0462,t00644,0,-70.68807334008507,-33.34675489901431,-70.71496597473788,-33.36558221625064,2026-03-04T13:33:00Z,2026-03-04T14:10:00Z,88b2c5cd83fffff,88b2c5574dfffff
m00645,u0197,t00645,0,-70.50501094338708,-33.417121393847935,-70.44622199280674,-33.44362414853057,2026-03-06T01:22:00Z,2026-03-06T01:40:00Z,88b2c518a7fffff,88b2c50107fffff
m00646,u0276,t00646,0,-70.70357300881668,-33.38739529394279,-70.72700555309011,-33.355833047362076,2026-03-06T08:22:00Z,2026-03-06T08:53:00Z,88b2c5570bfffff,88b2c5529bfffff
m00647,u0321,t00647,0,-70.64990632082647,-33.52207175962437,-70.61958312134887,-33.5239878771781,2026-03-02T23:41:00Z,2026-03-03T00:31:00Z,88b2c5461dfffff,88b2c50927fffff
m00648,u0576,t00648,0,-70.54662107274359,-33.40808392366459,-70.57263789085052,-33.34742065513899,2026-03-03T15:51:00Z,2026-03-03T16:10:00Z,88b2c51981fffff,88b2c5194bfffff
m00649,u0509,t00649,0,-70.44931152667218,-33.391702861274055,-70.46741628425833,-33.39031356233023,2026-03-04T22:15:00Z,2026-03-04T23:13:00Z,88b2c518d3fffff,88b2c518d5fffff
m00650,u0293,t00650,0,-70.71768484731483,-33.4961317833787,-70.72750685392286,-33.52391412458922,2026-03-04T21:01:00Z,2026-03-04T22:52:00Z,88b2c555a3fffff,88b2c54709fffff
m00651,u0391,t00651,0,-70.66168367237334,-33.40523677035071,-70.61032986730017,-33.368428544057636,2026-03-06T19:01:00Z,2026-03-06T19:21:00Z,88b2c5544bfffff,88b2c51967fffff
m00652,u0121,t00652,0,-70.47779447786571,-33.40470497931402,-70.55338858422692,-33.38578097438964,2026-03-03T23:34:00Z,2026-03-04T01:25:00Z,88b2c51887fffff,88b2c519c5fffff
m00653,u0482,t00653,0,-70.81221992751914,-33.49396420969041,-70.86484646973011,-33.47215802377952,2026-03-05T22:43:00Z,2026-03-05T23:35:00Z,88b2c54051fffff,88b2c54315fffff
m00654,u0331,t00654,0,-70.55724189294462,-33.539821474581686,-70.63513409957221,-33.504103454215645,2026-03-07T10:28:00Z,2026-03-07T11:41:00Z,88b2c50989fffff,88b2c54659fffff
m00655,u0319,t00655,0,-70.76183155323612,-33.544730266551866,-70.80533163802657,-33.56431415536724,2026-03-03T08:07:00Z,2026-03-03T09:02:00Z,88b2c54725fffff,88b2c540b5fffff
m00656,u0459,t00656,0,-70.64975276328968,-33.44307955664629,-70.68221676533737,-33.44689715591585,2026-03-07T00:15:00Z,2026-03-07T00:56:00Z,88b2c55413fffff,88b2c5543dfffff
m00657,u0379,t00657,0,-70.68426190474003,-33.42383921049686,-70.74884115490364,-33.42898270544149,2026-03-03T13:55:00Z,2026-03-03T14:12:00Z,88b2c5540dfffff,88b2c55547fffff
m00658,u0043,t00658,0,-70.75580116007012,-33.51340206643663,-70.7851670699347,-33.5521244625441,2026-03-03T14:10:00Z,2026-03-03T15:23:00Z,88b2c5476dfffff,88b2c54095fffff
m00659,u0172,t00659,0,-70.75831019276582,-33.44787317269392,-70.83889877200316,-33.45578087719866,2026-03-05T19:45:00Z,2026-03-05T21:35:00Z,88b2c5552bfffff,88b2c5422dfffff
m00660,u0106,t00660,0,-70.63235856357463,-33.40435703710892,-70.67307811252533,-33.36426565337262,2026-03-05T14:27:00Z,2026-03-05T15:31:00Z,88b2c556edfffff,88b2c5566dfffff
m00661,u0440,t00661,0,-70.56044606718373,-33.40054474282678,-70.51242925118733,-33.393424599712965,2026-03-05T02:18:00Z,2026-03-05T03:31:00Z,88b2c519e3fffff,88b2c519dbfffff
m00662,u0021,t00662,0,-70.67297362031884,-33.325849590390206,-70.6568300975076,-33.366231430225554,2026-03-02T20:50:00Z,2026-03-02T22:09:00Z,88b2c5cdddfffff,88b2c5566bfffff
m00663,u0121,t00663,0,-70.65298868412667,-33.34784153342416,-70.64548997723976,-33.39451671577411,2026-03-01T22:11:00Z,2026-03-01T23:00:00Z,88b2c5cca7fffff,88b2c55639fffff
m00664,u0358,t00664,0,-70.6028825933709,-33.530103314620526,-70.64299373562206,-33.48016003285808,2026-03-07T14:42:00Z,2026-03-07T15:00:00Z,88b2c50931fffff,88b2c554bdfffff
m00665,u0416,t00665,0,-70.75716187730129,-33.31531310323696,-70.81860527566307,-33.31802267354461,2026-03-07T08:49:00Z,2026-03-07T09:52:00Z,88b2c5cd27fffff,88b2c55221fffff
m00666,u0301,t00666,0,-70.58603074915871,-33.49247812036446,-70.63159699218008,-33.51190042653551,2026-03-07T10:57:00Z,2026-03-07T12:41:00Z,88b2c50943fffff,88b2c54653fffff
m00667,u0516,t00667,0,-70.57806569029403,-33.36641017500365,-70.57979408336986,-33.37462992795056,2026-03-04T20:07:00Z,2026-03-04T20:48:00Z,88b2c5190bfffff,88b2c51903fffff
m00668,u0551,t00668,0,-70.39963737012495,-33.44456106991591,-70.36491029893588,-33.48888030254543,2026-03-07T10:36:00Z,2026-03-07T12:21:00Z,88b2c50027fffff,88b2c50e4dfffff
m00669,u0079,t00669,0,-70.69761041905595,-33.48297195027656,-70.66151572237054,-33.44027909579121,2026-03-04T13:31:00Z,2026-03-04T15:14:00Z,88b2c55583fffff,88b2c55415fffff
m00670,u0571,t00670,0,-70.70580818016681,-33.594615748782,-70.68058368566749,-33.60640733690958,2026-03-01T18:41:00Z,2026-03-01T19:14:00Z,88b2c545cbfffff,88b2c545dbfffff
m00671,u0368,t00671,0,-70.58310341284262,-33.46372516081731,-70.61260568740533,-33.42270311498516,2026-03-02T15:20:00Z,2026-03-02T16:31:00Z,88b2c50b2bfffff,88b2c55687fffff
m00672,u0381,t00672,0,-70.57808958310878,-33.57475065882445,-70.57710758981261,-33.57320110739103,2026-03-03T03:47:00Z,2026-03-03T05:17:00Z,88b2c57341fffff,88b2c57349fffff
m00673,u0057,t00673,0,-70.71350871533767,-33.37261606113258,-70.72636241653916,-33.32973010189553,2026-03-03T21:20:00Z,2026-03-03T22:21:00Z,88b2c55741fffff,88b2c5cd33fffff
m00674,u0373,t00674,0,-70.700316267693,-33.32865658742886,-70.70836385823279,-33.320955752457564,2026-03-07T19:45:00Z,2026-03-07T21:10:00Z,88b2c5cdebfffff,88b2c5cde9fffff
m00675,u0435,t00675,0,-70.60588691617819,-33.51375287914374,-70.5244018002998,-33.48815589925766,2026-03-03T13:54:00Z,2026-03-03T15:43:00Z,88b2c5092bfffff,88b2c50809fffff
m00676,u0348,t00676,0,-70.74275842407346,-33.425842340598464,-70.81323843355361,-33.40426954921581,2026-03-05T12:55:00Z,2026-03-05T14:12:00Z,88b2c55547fffff,88b2c550adfffff
m00677,u0050,t00677,0,-70.70105339880149,-33.50803132176064,-70.71044047143837,-33.48933258977308,2026-03-03T03:29:00Z,2026-03-03T05:10:00Z,88b2c555b3fffff,88b2c55587fffff
m00678,u0313,t00678,0,-70.65104072326315,-33.500278778410944,-70.6025707669753,-33.48984074409546,2026-03-05T18:04:00Z,2026-03-05T19:41:00Z,88b2c5464bfffff,88b2c50945fffff
m00679,u0561,t00679,0,-70.56040613151777,-33.388040423690775,-70.6190417913191,-33.39502594517424,2026-03-05T05:19:00Z,2026-03-05T06:57:00Z,88b2c519e9fffff,88b2c55613fffff
m00680,u0434,t00680,0,-70.72045986161795,-33.45308306094748,-70.74620975862861,-33.39562002020029,2026-03-02T07:16:00Z,2026-03-02T08:59:00Z,88b2c55511fffff,88b2c5572dfffff
m00681,u0082,t00681,0,-70.84423844620306,-33.31082815664552,-70.86539998610577,-33.3380362661984,2026-03-04T11:39:00Z,2026-03-04T12:09:00Z,88b2c5535dfffff,88b2c5533dfffff
m00682,u0575,t00682,0,-70.85165974675182,-33.488578598296236,-70.86059133563398,-33.48844936902594,2026-03-01T23:42:00Z,2026-03-01T23:49:00Z,88b2c54069fffff,88b2c5406dfffff
m00683,u0575,t00683,0,-70.78594130667061,-33.37005309340204,-70.84977959305486,-33.36960651714581,2026-03-07T11:23:00Z,2026-03-07T11:45:00Z,88b2c552a7fffff,88b2c5502dfffff
m00684,u0101,t00684,0,-70.79131677182,-33.44220692696338,-70.76750532940648,-33.43013370436307,2026-03-06T04:17:00Z,2026-03-06T04:50:00Z,88b2c54255fffff,88b2c55561fffff
m00685,u0480,t00685,0,-70.67546107586199,-33.38633775922047,-70.64880958456146,-33.3992219385973,2026-03-07T20:08:00Z,2026-03-07T21:32:00Z,88b2c5562dfffff,88b2c55631fffff
m00686,u0244,t00686,0,-70.77888801535975,-33.4857726125864,-70.75855300235904,-33.476330223418714,2026-03-07T09:06:00Z,2026-03-07T10:09:00Z,88b2c5428dfffff,88b2c542c3fffff
m00687,u0356,t00687,0,-70.73027549598211,-33.45396470700413,-70.76509044295376,-33.459029984560225,2026-03-02T18:52:00Z,2026-03-02T19:50:00Z,88b2c55515fffff,88b2c55527fffff
m00688,u0267,t00688,0,-70.7374085884982,-33.45923991034392,-70.7339481568667,-33.506698485867055,2026-03-06T04:48:00Z,2026-03-06T04:54:00Z,88b2c5553bfffff,88b2c5474dfffff
m00689,u0469,t00689,0,-70.70405078608479,-33.51688456918767,-70.74002839566755,-33.51659800059996,2026-03-01T22:49:00Z,2026-03-02T00:12:00Z,88b2c54751fffff,88b2c5476bfffff
m00690,u0597,t00690,0,-70.52774956684769,-33.397033477233464,-70.54105343327855,-33.43005043722437,2026-03-07T23:22:00Z,2026-03-08T00:08:00Z,88b2c519d5fffff,88b2c519b3fffff
m00691,u0477,t00691,0,-70.59380524105694,-33.39798007955373,-70.5076665239701,-33.4500116524272,2026-03-06T17:56:00Z,2026-03-06T19:28:00Z,88b2c556cbfffff,88b2c50a07fffff
m00692,u0558,t00692,0,-70.6583870584724,-33.402515624407556,-70.65455924336855,-33.39840942478688,2026-03-06T00:19:00Z,2026-03-06T00:36:00Z,88b2c55635fffff,88b2c55631fffff
m00693,u0567,t00693,0,-70.70610262805808,-33.32704274768659,-70.75360369109757,-33.312406247426004,2026-03-08T05:08:00Z,2026-03-08T05:46:00Z,88b2c5cde9fffff,88b2c5cd21fffff
m00694,u0054,t00694,0,-70.7033232656623,-33.3340524159011,-70.69610985203575,-33.31825147463796,2026-03-07T04:16:00Z,2026-03-07T04:27:00Z,88b2c5cde3fffff,88b2c5cdc5fffff
m00695,u0152,t00695,0,-70.6272253530048,-33.479995575187935,-70.68129719004733,-33.462980453977345,2026-03-07T07:05:00Z,2026-03-07T07:42:00Z,88b2c55495fffff,88b2c555ddfffff
m00696,u0433,t00696,0,-70.60158309266477,-33.420155814525266,-70.64954350836537,-33.478133485153485,2026-03-01T22:49:00Z,2026-03-02T00:40:00Z,88b2c5568bfffff,88b2c554abfffff
m00697,u0354,t00697,0,-70.75076175061005,-33.49988805514066,-70.792406676048,-33.54071856297788,2026-03-01T09:58:00Z,2026-03-01T10:59:00Z,88b2c54291fffff,88b2c54081fffff
m00698,u0030,t00698,0,-70.65635192443857,-33.448131574710835,-70.6741243025264,-33.38892593160642,2026-03-07T23:27:00Z,2026-03-08T00:22:00Z,88b2c55417fffff,88b2c55621fffff
m00699,u0057,t00699,0,-70.86316195686629,-33.49797995592951,-70.82568319704272,-33.52939621873182,2026-03-03T00:12:00Z,2026-03-03T00:48:00Z,88b2c54067fffff,88b2c540e5fffff
m00700,u0312,t00700,0,-70.63882862158293,-33.32039437526912,-70.61569269366225,-33.302069144335015,2026-03-04T05:38:00Z,2026-03-04T06:13:00Z,88b2c5ccebfffff,88b2c5ccc9fffff
m00701,u0369,t00701,0,-70.58378507580413,-33.420904147972564,-70.56286526267424,-33.44151227662254,2026-03-01T13:16:00Z,2026-03-01T14:37:00Z,88b2c55699fffff,88b2c50b43fffff
m00702,u0100,t00702,0,-70.68800686268808,-33.46744233024835,-70.73196384531171,-33.46505214807033,2026-03-05T14:40:00Z,2026-03-05T16:38:00Z,88b2c555d5fffff,88b2c555edfffff
m00703,u0102,t00703,0,-70.47834730038599,-33.354510514251494,-70.49999987460342,-33.3735081403197,2026-03-06T23:53:00Z,2026-03-07T01:23:00Z,88b2c51aa1fffff,88b2c51817fffff
m00704,u0077,t00704,0,-70.7481238447436,-33.623649232783634,-70.73724380046828,-33.60680299814504,2026-03-07T03:24:00Z,2026-03-07T04:53:00Z,88b2c545adfffff,88b2c545e1fffff
m00705,u0338,t00705,0,-70.63825595846967,-33.611128207589225,-70.6633887578852,-33.607024984069724,2026-03-05T07:40:00Z,2026-03-05T08:39:00Z,88b2c5449dfffff,88b2c544e3fffff
m00706,u0004,t00706,0,-70.6635824746666,-33.38633290758242,-70.67471713227864,-33.39978160079175,2026-03-05T21:06:00Z,2026-03-05T21:22:00Z,88b2c5562bfffff,88b2c55627fffff
m00707,u0343,t00707,0,-70.67002976674434,-33.44516252415061,-70.65237541904314,-33.476667687741035,2026-03-04T20:18:00Z,2026-03-04T21:46:00Z,88b2c5543bfffff,88b2c554abfffff
m00708,u0285,t00708,0,-70.67143221680047,-33.42996429597914,-70.68538312404851,-33.42193107005436,2026-03-04T08:57:00Z,2026-03-04T10:35:00Z,88b2c55401fffff,88b2c5540dfffff
m00709,u0279,t00709,0,-70.64928949699905,-33.55611168826549,-70.64024711343497,-33.592493252236764,2026-03-05T03:08:00Z,2026-03-05T04:11:00Z,88b2c546e7fffff,88b2c544c3fffff
m00710,u0407,t00710,0,-70.57520412565363,-33.45185869686803,-70.51149498741285,-33.439034265604406,2026-03-07T19:13:00Z,2026-03-07T19:28:00Z,88b2c50b0dfffff,88b2c50a0dfffff
m00711,u0313,t00711,0,-70.52222637637252,-33.289719247167895,-70.529100728332,-33.210924699896786,2026-03-03T00:24:00Z,2026-03-03T01:50:00Z,88b2c5c5bbfffff,88b2c5c467fffff
m00712,u0436,t00712,0,-70.66022502445041,-33.38406403041633,-70.61305151206165,-33.34355892887847,2026-03-04T12:59:00Z,2026-03-04T14:49:00Z,88b2c55605fffff,88b2c5cc95fffff
m00713,u0458,t00713,0,-70.57846839278284,-33.436423476388576,-70.55609359009054,-33.41487303978175,2026-03-05T11:04:00Z,2026-03-05T11:34:00Z,88b2c50b45fffff,88b2c519abfffff
m00714,u0552,t00714,0,-70.73017669462668,-33.485124312808395,-70.78886637436615,-33.48769253174063,2026-03-05T05:47:00Z,2026-03-05T06:10:00Z,88b2c555adfffff,88b2c542e3fffff
m00715,u0479,t00715,0,-70.58340445472737,-33.481565828149556,-70.62748993589791,-33.53972840695966,2026-03-01T11:09:00Z,2026-03-01T12:38:00Z,88b2c50b35fffff,88b2c546c5fffff
m00716,u0310,t00716,0,-70.7361991523827,-33.620335831136,-70.76954298770549,-33.66000442301301,2026-03-03T06:16:00Z,2026-03-03T06:59:00Z,88b2c545a9fffff,88b2c57b65fffff
m00717,u0295,t00717,0,-70.55093400639119,-33.42938876632631,-70.5851274030685,-33.39090498064323,2026-03-05T18:31:00Z,2026-03-05T19:58:00Z,88b2c519b5fffff,88b2c51931fffff
m00718,u0141,t00718,0,-70.43893591226067,-33.38236135132146,-70.44254750210494,-33.4060540337252,2026-03-06T02:36:00Z,2026-03-06T04:01:00Z,88b2c50367fffff,88b2c5014dfffff
m00719,u0359,t00719,0,-70.67220838879713,-33.57604954617365,-70.64762262687385,-33.59702710911857,2026-03-06T09:23:00Z,2026-03-06T09:58:00Z,88b2c54411fffff,88b2c54489fffff
m00720,u0083,t00720,0,-70.87925434908074,-33.50291335138455,-70.82904801241256,-33.50788286565507,2026-03-08T04:33:00Z,2026-03-08T04:42:00Z,88b2c54151fffff,88b2c54003fffff
m00721,u0558,t00721,0,-70.71480729332448,-33.542597170578674,-70.70248028977548,-33.57445855834407,2026-03-05T23:04:00Z,2026-03-06T00:12:00Z,88b2c54715fffff,88b2c5442bfffff
m00722,u0507,t00722,0,-70.53681248657107,-33.527228095584704,-70.5546396688132,-33.56403115762125,2026-03-05T07:23:00Z,2026-03-05T08:14:00Z,88b2c50837fffff,88b2c509b1fffff
m00723,u0071,t00723,0,-70.60469232129748,-33.44572146985425,-70.68798197104267,-33.447235692037694,2026-03-03T13:47:00Z,2026-03-03T15:30:00Z,88b2c556b3fffff,88b2c55435fffff
m00724,u0471,t00724,0,-70.6351086401325,-33.61675217239908,-70.63228505711581,-33.64349805603924,2026-03-03T20:13:00Z,2026-03-03T20:59:00Z,88b2c54495fffff,88b2c57167fffff
m00725,u0070,t00725,0,-70.55913316440451,-33.40085836493144,-70.55810235665672,-33.4230889223248,2026-03-07T00:48:00Z,2026-03-07T01:21:00Z,88b2c519e3fffff,88b2c519a3fffff
m00726,u0432,t00726,0,-70.61155465607516,-33.389691594405306,-70.6042375059336,-33.41312732518972,2026-03-04T12:44:00Z,2026-03-04T14:27:00Z,88b2c556cdfffff,88b2c55689fffff
m00727,u0052,t00727,0,-70.53822748125488,-33.470088207042956,-70.45397786934674,-33.454417400627925,2026-03-06T06:12:00Z,2026-03-06T07:41:00Z,88b2c5084dfffff,88b2c50123fffff
m00728,u0292,t00728,0,-70.5680576323353,-33.648456680798766,-70.51843377048758,-33.65542045151363,2026-03-02T02:51:00Z,2026-03-02T04:07:00Z,88b2c57021fffff,88b2c570e9fffff
m00729,u0394,t00729,0,-70.5078299547263,-33.52971349008019,-70.4764275179963,-33.535070649117,2026-03-02T03:33:00Z,2026-03-02T05:27:00Z,88b2c508e3fffff,88b2c5088bfffff
m00730,u0437,t00730,0,-70.62412039160937,-33.35136784527179,-70.66260347681224,-33.33345946835252,2026-03-02T18:11:00Z,2026-03-02T19:46:00Z,88b2c5ccb1fffff,88b2c5cdd3fffff
m00731,u0251,t00731,0,-70.5694740598506,-33.672239542458286,-70.58999384981847,-33.67650073070527,2026-03-02T14:47:00Z,2026-03-02T16:31:00Z,88b2c571c7fffff,88b2c571e1fffff
m00732,u0552,t00732,0,-70.69071270730858,-33.47780187297548,-70.69450649158571,-33.4861494860292,2026-03-05T11:58:00Z,2026-03-05T13:34:00Z,88b2c5558bfffff,88b2c55583fffff
m00733,u0464,t00733,0,-70.7201460811559,-33.54440006227738,-70.75116236611632,-33.530286551610274,2026-03-05T17:02:00Z,2026-03-05T17:53:00Z,88b2c5473bfffff,88b2c54729fffff
m00734,u0124,t00734,0,-70.4893232359581,-33.38563437587322,-70.46930465495869,-33.36558844056649,2026-03-05T03:43:00Z,2026-03-05T03:55:00Z,88b2c518ebfffff,88b2c51aa3fffff
m00735,u0402,t00735,0,-70.63837953236772,-33.50400911617148,-70.6241031783991,-33.50842132115674,2026-03-03T06:37:00Z,2026-03-03T07:51:00Z,88b2c54659fffff,88b2c50967fffff
m00736,u0438,t00736,0,-70.57951194341376,-33.417683678341156,-70.62304425513595,-33.41526544507254,2026-03-05T06:52:00Z,2026-03-05T08:24:00Z,88b2c519a5fffff,88b2c556e3fffff
m00737,u0200,t00737,0,-70.64762599855885,-33.40476316646647,-70.599753330195,-33.42821687335847,2026-03-02T02:03:00Z,2026-03-02T04:02:00Z,88b2c55633fffff,88b2c55695fffff
m00738,u0442,t00738,0,-70.71865156509199,-33.303101932821605,-70.71455915173964,-33.32892242411654,2026-03-04T13:26:00Z,2026-03-04T14:49:00Z,88b2c5cd0bfffff,88b2c5cde1fffff
